No.,Object Name,RA-s,Dec-s,RA,Dec,Redshift (z),cz,z flag,Phys Type,EM Region,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
185,NGC 3311:[MMH2011] 071,10h37m01.5000s,-27d24m07.400s,159.25625,-27.40205555556,0.009587,2874.110294846,UUN,,Vis,8.66060003830999,2,0,2,2,2,0,0,0,0,0
186,HCC 054,10h36m44.9000s,-27d23m01.400s,159.18708333333,-27.38372222222,0.0111810684710421,3352.00000000001,UUN,G,,8.70523415621812,4,0,2,3,1,0,0,0,0,0
187,[DZ2015] 267,10h36m55.4400s,-27d40m04.800s,159.231,-27.668,0.0135122278493077,4050.86400000001,SFO,GGroup,,8.82767238439881,1,0,0,1,1,0,0,0,0,0
188,HCC 030,10h36m50.8000s,-27d23m02.300s,159.21166666667,-27.38397222222,0.0143630002,4305.91913421249,SUN,G,,8.86033063896471,7,0,4,3,3,0,1,1,0,0
189,HCC 055,10h36m37.2000s,-27d22m54.700s,159.155,-27.38186111111,0.0137628545678758,4126.00000000001,UUN,G,,8.88779083598182,6,0,2,4,3,0,0,0,0,0
190,AM 1035-271A NED02,10h37m22.8265s,-27d32m44.710s,159.3451104,-27.545753,0.009136,2738.903896288,SUN,G,"IR,Radio,UV",8.95240538374271,17,0,16,10,6,0,0,0,0,0
191,PGC1 0031478 NED159,10h36m26.9000s,-27d23m25.600s,159.11208333333,-27.39044444444,0.0111710001,3348.98157829725,UUN,G,,8.99982797745693,16,0,4,7,4,0,1,1,0,0
192,WISEA J103704.91-272359.7,10h37m04.9192s,-27d23m59.700s,159.2704968,-27.3999168,0.009166,2747.897670028,SUN,G,"IR,UV,Xray",9.15801351368541,32,0,23,10,8,0,2,3,1,0
193,NGC 3311:[MMH2011] HUCD 31,10h36m05.6000s,-27d27m04.000s,159.02333333333,-27.45111111111,0.012425,3724.92129065,UUN,,Vis,9.45197904319356,3,0,3,3,3,0,0,0,0,0
194,NGC 3311:[MMH2011] HUCD 17,10h36m06.0000s,-27d36m33.300s,159.025,-27.60925,0.016952,5082.081748016,UUN,,Vis,9.46630533718843,3,0,3,3,3,0,0,0,0,0
195,NGC 3311:[MMH2011] HUCD 29,10h36m48.2000s,-27d22m18.500s,159.20083333333,-27.37180555556,0.011011,3301.014755038,UUN,,Vis,9.48519023813249,3,0,2,3,3,0,0,0,0,0
196,2MASX J10370969-2739281,10h37m09.6679s,-27d39m28.090s,159.290283,-27.657803,0.013723,4114.051901134,SUN,G,"IR,UV",9.78711243160248,30,0,19,12,10,2,3,2,2,0
197,WISEA J103600.12-272859.3,10h36m00.1258s,-27d28m59.372s,159.0005242,-27.4831589,0.0158576370857202,4754.00000000001,UUN,,IR,9.82811762778585,3,0,12,3,1,0,0,0,0,0
198,Hydra Cluster:[IHD2023] UDG 09,10h37m22.8500s,-27d36m02.800s,159.345208333333,-27.6007777777778,0.0142398512240091,4269.0,UUN,G,,9.89447559564119,3,0,0,2,2,0,0,0,0,0
199,HCC 046,10h37m23.1000s,-27d35m56.700s,159.34625,-27.59908333333,0.0111810684710421,3352.00000000001,UUN,G,,9.90051942399658,4,0,2,3,1,0,0,0,0,0
200,Hydra Cluster:[IHD2023] UDG 15,10h36m02.5500s,-27d36m19.570s,159.010625,-27.6054361111111,0.012091698450933,3625.0,UUN,G,,10.023756059944,3,0,0,2,2,0,0,0,0,0
201,WISEA J103715.59-273837.2,10h37m15.5972s,-27d38m37.230s,159.3149887,-27.6436751,0.0117849996,3533.05399761302,SUN,G,IR,10.0393346021188,3,0,12,3,1,0,0,0,0,0
202,WISEA J103558.11-273344.7,10h35m58.1196s,-27d33m44.715s,158.9921653,-27.562421,0.011975,3590.01468455,UUN,G,"IR,UV",10.0902975048224,35,0,31,12,9,2,2,3,2,0
203,WISEA J103614.23-273949.4,10h36m14.2354s,-27d39m49.478s,159.0593143,-27.6637441,0.011678,3500.976324524,SUN,G,IR,10.2745857752026,2,0,12,3,1,0,0,0,0,0
204,HCC 087,10h36m39.0000s,-27d21m25.500s,159.1625,-27.35708333333,0.0111810684710421,3352.00000000001,UUN,G,,10.3228698126933,8,0,2,3,1,0,0,0,0,0
205,WISEA J103634.48-272132.6,10h36m34.4867s,-27d21m32.639s,159.1436946,-27.3590664,0.00919,2755.09268902,UUN,,"IR,Vis",10.3333559653248,2,0,14,3,2,0,0,0,0,0
206,WISEA J103704.06-274055.8,10h37m04.0670s,-27d40m55.821s,159.2669459,-27.6821725,0.0141960001,4255.85376374725,SUN,G,IR,10.3590113460329,2,0,12,3,1,0,0,0,0,0
207,HCC 099,10h36m24.6000s,-27d22m09.300s,159.1025,-27.36925,0.0111810684710421,3352.00000000001,UUN,G,,10.3699724396066,3,0,2,2,1,0,0,0,0,0
208,NGC 3311:[MMH2011] 079,10h36m30.6000s,-27d21m37.100s,159.1275,-27.36030555556,0.013049,3911.991784442,UUN,,Vis,10.4480358188118,2,0,2,2,2,0,0,0,0,0
209,HCC 100,10h36m25.0000s,-27d21m58.100s,159.10416666667,-27.36613888889,0.0111810684710421,3352.00000000001,UUN,G,,10.5088273660044,4,0,2,3,1,0,0,0,0,0
210,2MASS J10361364-2740057,10h36m13.6560s,-27d40m06.903s,159.05690023684,-27.66858435108,0.012535,3757.89846103,UUN,G,"IR,UV",10.5828203413376,11,0,10,6,3,0,0,0,1,0
211,HDCE 0596,10h36m02.4000s,-27d37m57.000s,159.01,-27.6325,0.012082,3622.092477556,SST,GGroup,,10.8931715252255,1,0,0,1,1,0,0,0,0,0
212,2MASX J10362306-2721152,10h36m23.0592s,-27d21m15.192s,159.09608,-27.35422,0.009917,2973.041805986,SUN,G,IR,11.3339433814267,46,0,11,13,17,2,3,3,2,1
213,2MASX J10363754-2743012,10h36m37.5192s,-27d43m01.182s,159.15633,-27.716995,0.012469,3738.112158802,SUN,G,"IR,UV",11.3630211842138,24,0,19,11,8,2,0,0,2,1
214,NGC 3314A,10h37m12.9120s,-27d41m02.184s,159.3038,-27.68394,0.009537,2859.120671946,SUN,G,"IR,Radio,Xray",11.4741691362456,57,1,33,12,16,4,3,11,3,2
215,NGC 3314,10h37m13.2000s,-27d41m04.000s,159.305,-27.68444444444,0.009413,2821.946407154,SUN,GPair,"IR,Radio,Xray",11.5360039457543,42,5,11,9,4,14,1,8,4,0
216,NGC 3314B,10h37m13.2542s,-27d41m05.857s,159.30522607981,-27.68496028536,0.0154809998,4641.08698233951,SUN,G,,11.5681259811823,27,1,2,3,6,2,0,6,2,0
217,2MASX J10361305-2741189,10h36m13.0488s,-27d41m18.888s,159.05437,-27.68858,0.01394,4179.10686452,SUN,G,UV,11.6332927131461,32,0,13,10,11,2,1,1,2,0
218,NGC 3311:[MMH2011] HUCD 52,10h35m52.9000s,-27d35m32.300s,158.97041666667,-27.59230555556,0.011995,3596.01053371,UUN,,Vis,11.6827586115079,3,0,2,3,3,0,0,0,0,0
219,WISEA J103619.58-274225.7,10h36m19.5828s,-27d42m25.749s,159.0815953,-27.7071527,0.00969699956,2907.08733331732,SUN,G,IR,11.8759571969771,2,0,17,3,1,0,0,0,0,0
220,NGC 3311:[MMH2011] HUCD 03,10h36m41.9000s,-27d19m44.800s,159.17458333333,-27.32911111111,0.011188,3354.078020104,UUN,,Vis,11.9696828543692,3,0,2,3,3,0,0,0,0,0
221,HCC 098,10h36m49.9000s,-27d19m46.700s,159.20791666667,-27.32963888889,0.0111810684710421,3352.00000000001,UUN,G,,12.0428151145013,4,0,2,3,1,0,0,0,0,0
222,HCC 078,10h36m40.8000s,-27d19m39.000s,159.17,-27.3275,0.0111810684710421,3352.00000000001,UUN,G,,12.0724418266898,3,0,2,2,1,0,0,0,0,0
223,PGC1 0031478 NED164,10h36m55.1154s,-27d43m33.433s,159.22964781501,-27.72595366431,0.0145,4346.990641,SUN,G,,12.1568228948835,7,0,0,4,2,0,0,0,1,0
224,WISEA J103635.93-271937.8,10h36m35.9000s,-27d19m36.200s,159.14958333333,-27.32672222222,0.0111810684710421,3352.00000000001,UUN,G,IR,12.2055713151247,6,0,14,5,1,0,0,0,0,0
225,NGC 3311:[MMH2011] HUCD 13,10h36m01.9000s,-27d23m01.300s,159.00791666667,-27.38369444444,0.01419,4254.05497902,UUN,,Vis,12.5513651884887,3,0,2,3,3,0,0,0,0,0
226,HCC 050,10h37m39.1000s,-27d33m42.300s,159.41291666667,-27.56175,0.0111810684710421,3352.00000000001,UUN,G,,12.6569167559771,3,0,2,2,1,0,0,0,0,0
227,LEDA 5068050,10h37m28.4500s,-27d39m18.900s,159.36854166667,-27.65525,0.015,4496.88687,SSN,G,,12.6675844083788,3,0,0,1,1,0,0,0,0,0
228,WISEA J103618.95-274317.1,10h36m18.9569s,-27d43m17.139s,159.0789874,-27.7214276,0.011842,3550.142287636,SUN,G,"IR,UV",12.7106780122653,34,0,31,12,12,2,1,1,2,1
229,NGC 3316,10h37m37.3244s,-27d35m38.814s,159.4055185,-27.5941151,0.013142,3939.872483036,SUN,G,"IR,UV,Vis,Xray",12.7267466325866,70,4,43,20,22,18,4,12,4,1
230,WISEA J103710.17-274253.9,10h37m10.1775s,-27d42m53.973s,159.2924065,-27.7149926,0.00967300031,2899.89253916966,SUN,G,"IR,UV",12.7323350701967,1,0,16,3,1,0,0,0,0,0
231,[MMH2008] q3-18,10h35m45.7100s,-27d33m38.410s,158.94045833333,-27.56066944444,0.013606,4078.976183548,UUN,G,Vis,12.7806010988093,4,0,3,3,4,0,0,0,0,0
232,HCC 101,10h37m39.5000s,-27d34m05.800s,159.41458333333,-27.56827777778,0.0111810684710421,3352.00000000001,UUN,G,,12.8111180384249,4,0,2,3,1,0,0,0,0,0
233,WISEA J103740.91-273200.5,10h37m40.9179s,-27d32m00.547s,159.4204913,-27.5334853,0.00908000022,2722.11558459434,SUN,G,"IR,UV",12.9074700426901,9,0,35,8,3,2,0,0,1,0
234,2MASX J10362764-2719092,10h36m27.6408s,-27d19m09.192s,159.11517,-27.31922,0.011241,3369.967020378,SUN,G,IR,12.9992597392715,47,0,11,13,19,2,3,4,2,0
235,WISEA J103738.14-273559.0,10h37m38.1475s,-27d35m59.058s,159.4089479,-27.5997385,0.013326,3995.034295308,UUN,G,IR,13.0068690599432,8,0,20,4,2,0,0,0,0,0
236,2MASX J10355537-2739259,10h35m55.3797s,-27d39m25.905s,158.980749,-27.657196,0.012569,3768.091404602,UUN,G,IR,13.0199821706808,6,0,15,4,3,2,0,0,2,0
237,2MASX J10360184-2741069,10h36m01.8556s,-27d41m07.494s,159.007732,-27.685415,0.013573,4069.083032434,SUN,G,"IR,UV",13.056105106992,15,0,19,8,6,2,0,0,2,1
238,HCC 066,10h37m41.6000s,-27d32m21.600s,159.42333333333,-27.53933333333,0.0111810684710421,3352.00000000001,UUN,G,,13.0709072637206,3,0,2,2,1,0,0,0,0,0
239,HCC 040,10h37m39.6000s,-27d35m32.700s,159.415,-27.59241666667,0.0092,2758.0906136,UUN,G,,13.1774375530516,3,0,2,2,2,0,0,0,0,0
240,WISEA J103603.22-274139.0,10h36m03.2297s,-27d41m39.009s,159.0134574,-27.6941693,0.0116750002,3500.07700710849,SUN,G,IR,13.236285816961,3,0,12,3,1,0,0,0,0,0
241,WISEA J103730.70-274008.0,10h37m30.7026s,-27d40m08.057s,159.3779276,-27.6689048,0.015497,4645.883721626,SUN,G,IR,13.5625770736124,2,0,12,3,1,0,0,0,0,0
242,ABELL 1060:[CZ2003]C0393[099],10h37m35.7700s,-27d24m14.100s,159.39904166667,-27.40391666667,0.0161850005,4852.14108262623,SUN,G,,13.9455572041385,1,0,0,1,1,0,0,0,0,0
243,HCC 062,10h36m31.0000s,-27d17m58.500s,159.12916666667,-27.29958333333,0.0111810684710421,3352.00000000001,UUN,G,,13.983600267881,4,0,2,3,1,0,0,0,0,0
244,NGC 3311:[MMH2011] 078,10h35m53.0000s,-27d23m06.700s,158.97083333333,-27.38519444444,0.012775,3829.84865095,UUN,,Vis,13.9866394760433,2,0,2,2,2,0,0,0,0,0
245,HCDC 077,10h37m36.7600s,-27d24m28.500s,159.40316666667,-27.40791666667,0.0141129997,4230.97086981626,SUN,G,,14.0056463743107,2,0,0,2,1,0,0,0,0,0
246,NGC 3311:[MMH2011] HUCD 23,10h37m43.1000s,-27d36m00.900s,159.42958333333,-27.60025,0.012542,3759.997008236,UUN,,Vis,14.0575956904392,3,0,2,3,3,0,0,0,0,0
247,WISEA J103629.50-274529.3,10h36m29.5076s,-27d45m29.388s,159.1229486,-27.7581635,0.0156539995,4692.95098763577,UUN,G,IR,14.0816958105042,5,0,27,4,1,2,0,0,1,0
248,HCC 041,10h36m43.7000s,-27d17m29.900s,159.18208333333,-27.29163888889,0.0111810684710421,3352.00000000001,UUN,G,,14.2183643686222,4,0,2,3,1,0,0,0,0,0
249,WISEA J103546.87-273848.3,10h35m46.8748s,-27d38m48.352s,158.9453119,-27.6467647,0.015834,4746.913779972,SUN,G,"IR,Radio,UV",14.2597281600035,11,1,16,7,2,0,0,2,0,0
250,WISEA J103538.32-273134.7,10h35m38.3215s,-27d31m34.742s,158.9096733,-27.5263173,0.01009,3024.90590122,UUN,G,IR,14.2753858624138,16,0,30,11,8,2,0,0,1,1
251,WISEA J103611.22-274412.7,10h36m11.2255s,-27d44m12.774s,159.0467732,-27.7368817,0.0147869997,4433.03098650826,SUN,G,IR,14.3116958859241,3,0,12,3,1,0,0,0,0,0
252,WISEA J103553.90-272220.1,10h35m53.9065s,-27d22m20.157s,158.9746107,-27.3722659,0.01386,4155.12346788,SUN,G,IR,14.3245880050259,14,0,27,7,7,2,0,0,2,1
253,WISEA J103747.01-273422.7,10h37m47.0144s,-27d34m22.702s,159.4458935,-27.572973,0.0174390003,5228.08076499974,UUN,G,IR,14.4998047656442,15,0,22,10,5,0,0,0,1,0
254,ESO 501- G 052,10h37m36.8528s,-27d23m16.708s,159.4035537,-27.3879747,0.0121179996,3632.88488612702,SUN,G,IR,14.6777349571804,19,1,24,7,3,13,0,2,3,0
255,WISEA J103748.90-273303.6,10h37m48.9000s,-27d33m03.000s,159.45375,-27.55083333333,0.0111810684710421,3352.00000000001,UUN,G,IR,14.7331179599804,4,0,14,4,1,0,0,0,0,0
256,HCC 068,10h36m25.9000s,-27d17m23.600s,159.10791666667,-27.28988888889,0.0111810684710421,3352.00000000001,UUN,G,,14.7996102386539,3,0,2,2,1,0,0,0,0,0
257,WISEA J103742.31-272456.9,10h37m42.3140s,-27d24m56.966s,159.4263084,-27.415824,0.0154670002,4636.89000784449,SUN,G,IR,14.8512371161335,1,0,12,2,1,0,0,0,0,0
258,WISEA J103743.97-273800.3,10h37m43.9788s,-27d38m00.335s,159.433245,-27.6334266,0.0162380002,4868.02999296249,SUN,G,IR,14.9630560200973,3,0,12,2,1,0,0,0,0,0
259,HCDC 061,10h35m34.9100s,-27d32m28.500s,158.89545833333,-27.54125,0.0145370001,4358.08299192525,SUN,G,,15.0492604463091,2,0,0,2,1,0,0,0,0,0
260,HCC 058,10h36m41.5000s,-27d16m37.300s,159.17291666667,-27.27702777778,0.0111810684710421,3352.00000000001,UUN,G,,15.0957223722774,5,0,2,3,1,0,0,0,0,0
261,HCC 056,10h37m51.2000s,-27d32m39.400s,159.46333333333,-27.54427777778,0.0111810684710421,3352.00000000001,UUN,G,,15.2119833472955,4,0,2,3,1,0,0,0,0,0
262,HCC 107,10h37m52.4000s,-27d32m19.500s,159.46833333333,-27.53875,0.0111810684710421,3352.00000000001,UUN,G,,15.4612509114719,3,0,2,2,1,0,0,0,0,0
263,HCC 067,10h36m35.8000s,-27d15m51.500s,159.14916666667,-27.26430555556,0.0111810684710421,3352.00000000001,UUN,G,,15.9306704360849,3,0,2,2,1,0,0,0,0,0
264,ESO 501- G 027,10h35m57.9144s,-27d19m08.565s,158.99131,-27.319046,0.010717,3212.875772386,SUN,G,IR,16.0272519918817,41,1,21,12,12,14,1,3,4,0
265,HCC 049,10h37m56.0000s,-27d32m41.900s,159.48333333333,-27.54497222222,0.0111810684710421,3352.00000000001,UUN,G,,16.276548526625,4,0,2,3,1,0,0,0,0,0
266,HCC 096,10h36m35.4000s,-27d15m20.700s,159.1475,-27.25575,0.0111810684710421,3352.00000000001,UUN,G,,16.450219266542,4,0,2,3,1,0,0,0,0,0
267,Hydra Cluster:[IHD2023] UDG 12,10h36m45.5500s,-27d48m12.730s,159.189791666667,-27.8035361111111,0.0152939137648353,4585.00000000001,UUN,G,,16.5091467786336,3,0,0,2,2,0,0,0,0,0
268,HCC 095,10h36m32.8000s,-27d15m15.200s,159.13666666667,-27.25422222222,0.0111810684710421,3352.00000000001,UUN,G,,16.6079884673282,3,0,2,2,1,0,0,0,0,0
269,Hydra Cluster:[IHD2023] LSB 5,10h36m41.2600s,-27d48m20.540s,159.171916666667,-27.8057055555556,0.0112944802634094,3385.99999999999,UUN,G,,16.6304325753802,5,0,0,4,2,0,0,0,0,0
270,HCC 073,10h36m31.0000s,-27d15m15.000s,159.12916666667,-27.25416666667,0.0111810684710421,3352.00000000001,UUN,G,,16.668907287152,4,0,2,3,1,0,0,0,0,0
271,Hydra Cluster:[IHD2023] UDG 10,10h35m27.3200s,-27d33m03.860s,158.863833333333,-27.5510722222222,0.0122084458842524,3660.00000000001,UUN,G,,16.7662631767961,3,0,0,2,2,0,0,0,0,0
272,HCC 105,10h37m58.5000s,-27d31m16.700s,159.49375,-27.52130555556,0.0111810684710421,3352.00000000001,UUN,G,,16.8084956489314,4,0,2,3,1,0,0,0,0,0
273,WISEA J103555.25-274516.8,10h35m55.2533s,-27d45m16.872s,158.9802222,-27.7546868,0.013503,4048.097560374,SUN,G,IR,17.1610987435935,9,0,18,6,3,0,0,0,1,0
274,HCC 044,10h36m45.1000s,-27d14m29.400s,159.18791666667,-27.2415,0.0111810684710421,3352.00000000001,UUN,G,,17.2331685472819,4,0,2,3,1,0,0,0,0,0
275,[DZ2015] 270,10h35m31.4400s,-27d24m50.400s,158.881,-27.414,0.015266908415688,4576.90399999999,SFO,GGroup,,17.2386773893825,1,0,0,1,1,0,0,0,0,0
276,WISEA J103719.46-271624.2,10h37m19.4629s,-27d16m24.257s,159.3310955,-27.2734048,0.014633,4386.863037914,SUN,G,IR,17.3482137525999,21,0,27,8,8,2,0,0,2,1
277,WISEA J103628.85-271437.5,10h36m28.7000s,-27d14m36.400s,159.11958333333,-27.24344444444,0.0133060003,3989.03853608574,SUN,G,IR,17.3887011143822,6,0,14,4,3,0,0,0,0,0
278,ESO 501- G 026,10h35m24.6924s,-27d28m54.347s,158.852885,-27.4817631,0.00982,2943.96193756,UUN,G,IR,17.5263969996539,31,1,33,13,10,15,0,1,4,1
279,WISEA J103801.21-272704.1,10h38m01.2130s,-27d27m04.146s,159.5050545,-27.4511517,0.017439,5228.080675062,UUN,G,"IR,UV",18.0190950000574,26,0,30,12,9,2,3,2,1,1
280,HCC 102,10h36m24.5000s,-27d14m06.600s,159.10208333333,-27.23516666667,0.0111810684710421,3352.00000000001,UUN,G,,18.0631475134847,5,0,2,3,1,0,0,0,0,0
281,LEDA 757672,10h36m08.7600s,-27d15m11.600s,159.0365,-27.25322222222,0.0121020004,3628.08844663298,SUN,G,,18.1591810388751,4,0,0,2,1,0,0,0,0,0
282,WISEA J103804.58-273246.4,10h38m04.6000s,-27d32m44.900s,159.51916666667,-27.54580555556,0.00806600042,2418.12609214083,SUN,G,IR,18.1825693634939,8,0,14,5,3,0,0,0,0,0
283,2MASS J10365080-2749480,10h36m50.7744s,-27d49m48.779s,159.21156036938,-27.83021660027,0.013866,4156.922222628,SUN,G,IR,18.1858487379338,8,0,5,4,2,0,0,0,1,0
284,HCC 108,10h36m35.5000s,-27d13m35.900s,159.14791666667,-27.22663888889,0.0111810684710421,3352.00000000001,UUN,G,,18.1872360948208,3,0,2,2,1,0,0,0,0,0
285,HCC 051,10h38m04.7000s,-27d32m22.500s,159.51958333333,-27.53958333333,0.0111810684710421,3352.00000000001,UUN,G,,18.1878442806506,4,0,2,3,1,0,0,0,0,0
286,Hydra Cluster:[IHD2023] LSB 6,10h38m04.6700s,-27d32m44.990s,159.519458333333,-27.5458305555556,0.0171785509027048,5149.99999999999,UUN,G,,18.1981449032759,2,0,0,1,2,0,0,0,0,0
287,Hydra Cluster:[IHD2023] UDG 20,10h38m04.4300s,-27d29m50.180s,159.518458333333,-27.4972722222222,0.0156675055514572,4697.0,UUN,G,,18.2166279244964,4,0,0,3,2,0,0,0,0,0
288,HCC 111,10h36m47.3000s,-27d13m30.300s,159.19708333333,-27.22508333333,0.0111810684710421,3352.00000000001,UUN,G,,18.2384873031704,3,0,2,2,1,0,0,0,0,0
289,WISEA J103530.85-272249.9,10h35m30.8541s,-27d22m49.986s,158.8785589,-27.3805519,0.0147599997,4424.93659014226,SUN,G,IR,18.2481992915184,25,0,27,13,8,2,0,1,2,0
290,HCC 060,10h38m03.0000s,-27d35m46.900s,159.5125,-27.59636111111,0.0111810684710421,3352.00000000001,UUN,G,,18.2531776346404,4,0,2,3,1,0,0,0,0,0
291,[MMH2008] 7a-31,10h36m49.4700s,-27d13m26.260s,159.206125,-27.22396111111,0.018069,5416.949923602,UUN,G,,18.3388411464971,2,0,2,2,2,0,0,0,0,0
292,HCC 104,10h38m07.0000s,-27d32m03.500s,159.52916666667,-27.53430555556,0.0111810684710421,3352.00000000001,UUN,G,,18.6893405580634,4,0,2,3,1,0,0,0,0,0
293,Hydra Cluster:[IHD2023] LSB 4,10h36m19.7100s,-27d13m41.680s,159.082125,-27.2282444444444,0.0109942725777311,3296.0,UUN,G,,18.7297324331447,2,0,0,1,2,0,0,0,0,0
294,WISEA J103648.55-275027.0,10h36m48.5500s,-27d50m27.057s,159.2022919,-27.8408494,0.01009,3024.90590122,SUN,G,IR,18.7805177597101,3,0,12,3,2,0,0,0,0,0
295,HCC 069,10h36m23.8000s,-27d13m19.200s,159.09916666667,-27.222,0.0111810684710421,3352.00000000001,UUN,G,,18.8679587296413,4,0,2,3,1,0,0,0,0,0
296,HCC 063,10h38m06.3000s,-27d35m25.500s,159.52625,-27.59041666667,0.0111810684710421,3352.00000000001,UUN,G,,18.894094319692,4,0,2,3,1,0,0,0,0,0
297,HCC 088,10h36m36.6000s,-27d12m41.200s,159.1525,-27.21144444444,0.0111810684710421,3352.00000000001,UUN,G,,19.0766236194443,4,0,2,3,1,0,0,0,0,0
298,WISEA J103654.74-275042.2,10h36m54.7414s,-27d50m42.267s,159.2280895,-27.8450744,0.017182,5151.034013356,SUN,G,"IR,UV",19.1753431219719,8,0,15,6,3,0,0,0,0,0
299,WISEA J103742.35-274555.4,10h37m42.3596s,-27d45m55.404s,159.4264985,-27.7653902,0.014023,4203.989638534,SUN,G,IR,19.400418623191,7,0,12,5,2,0,0,0,1,0
300,WISEA J103521.70-272326.7,10h35m21.7007s,-27d23m26.718s,158.8404196,-27.390755,0.0104970001,3146.92146160525,SUN,G,"IR,Radio,Xray",19.7820686916366,15,1,12,8,4,0,0,2,0,0
301,WISEA J103808.33-272556.2,10h38m08.3365s,-27d25m56.275s,159.5347355,-27.4322986,0.0110539999,3313.90580075275,SUN,G,IR,19.8505223225416,2,0,12,3,1,0,0,0,0,0
302,Hydra Cluster:[IHD2023] UDG 04,10h37m02.6400s,-27d12m15.010s,159.261,-27.2041694444444,0.00769198803526939,2306.0,UUN,G,,19.9614440564904,3,0,0,2,2,0,0,0,0,0
303,HCC 086,10h36m37.9000s,-27d11m40.700s,159.15791666667,-27.19463888889,0.0111810684710421,3352.00000000001,UUN,G,,20.0651080754965,4,0,2,3,1,0,0,0,0,0
304,HCC 085,10h38m11.9000s,-27d35m46.900s,159.54958333333,-27.59636111111,0.0111810684710421,3352.00000000001,UUN,G,,20.1808620859719,3,0,2,2,1,0,0,0,0,0
305,NGC 3311:[MMH2011] HUCD 09,10h35m36.7000s,-27d17m40.200s,158.90291666667,-27.2945,0.010464,3137.028280512,UUN,,Vis,20.2946654616736,3,0,2,3,3,0,0,0,0,0
306,HCC 080,10h36m24.6000s,-27d11m43.900s,159.1025,-27.19552777778,0.0111810684710421,3352.00000000001,UUN,G,,20.3838581461494,4,0,2,3,1,0,0,0,0,0
307,WISEA J103555.62-271412.6,10h35m55.6214s,-27d14m12.676s,158.9817559,-27.2368545,0.012569,3768.091404602,UUN,G,IR,20.3874460235842,17,0,27,8,4,2,0,0,2,0
308,ESO 501- G 022,10h35m21.9095s,-27d41m44.786s,158.8412896,-27.6957739,0.009677,2901.091616066,SUN,G,"IR,Radio,UV",20.5187412248866,36,1,36,16,7,12,2,5,3,1
309,ESO 501- G 021,10h35m20.5183s,-27d21m43.395s,158.8354931,-27.3620543,0.015334,4597.017550972,SUN,G,IR,20.7932515631201,39,1,35,13,11,18,2,4,4,0
310,WISEA J103659.23-271044.0,10h36m59.2375s,-27d10m44.083s,159.2468229,-27.1789121,0.00971299969,2911.88405161834,SUN,G,IR,21.2988216723382,3,0,12,3,1,0,0,0,0,0
311,2MASX J10370719-2752211,10h37m07.1904s,-27d52m21.108s,159.27996,-27.87253,0.013516,4051.994862328,SUN,G,,21.3363383652921,22,0,9,6,8,2,0,1,2,1
312,WISEA J103814.52-272426.1,10h38m14.5244s,-27d24m26.188s,159.5605186,-27.4072747,0.0157675747800166,4726.99999999999,UUN,,IR,21.6275661382276,3,0,12,3,2,0,0,0,0,0
313,PGC1 0031478 NED180,10h36m30.9354s,-27d53m15.359s,159.1288977165,-27.88759978839,0.013853,4153.024920674,SUN,G,,21.6980590848442,6,0,0,3,2,0,0,0,1,0
314,NGC 3315,10h37m19.2249s,-27d11m31.279s,159.330104,-27.192022,0.012645,3790.87563141,SUN,G,"IR,Xray",21.7604375366476,45,2,32,9,10,17,3,6,3,0
315,Hydra Cluster:[IHD2023] UDG 23,10h35m27.7000s,-27d46m16.580s,158.865416666667,-27.7712722222222,0.0115980235900397,3476.99999999999,UUN,G,,22.0897119585186,3,0,0,2,2,0,0,0,0,0
316,WISEA J103740.78-271343.3,10h37m40.7891s,-27d13m43.397s,159.4199547,-27.2287214,0.00923999958,2770.08218600717,SUN,G,IR,22.1345931878956,3,0,16,4,1,0,0,0,0,0
317,WISEA J103620.91-270959.8,10h36m20.9123s,-27d09m59.891s,159.0871347,-27.1666365,0.012118,3632.885006044,SUN,G,IR,22.2496934717309,23,0,27,9,8,2,1,0,2,1
318,WISEA J103822.61-273456.6,10h38m22.6100s,-27d34m56.620s,159.5942086,-27.5823947,0.012195,3655.96902531,SLS,G,"IR,UV",22.3760801265649,17,0,30,9,5,2,0,1,2,1
319,WISEA J103630.33-275404.4,10h36m30.3316s,-27d54m04.424s,159.1263818,-27.9012289,0.00847900007,2541.94027236747,SUN,G,"IR,UV",22.5259431321091,1,0,16,3,1,0,0,0,0,0
320,WISEA J103513.54-274246.2,10h35m13.5421s,-27d42m46.278s,158.8064257,-27.712855,0.014653,4392.858887074,SUN,G,IR,22.6354082331296,2,0,12,3,1,0,0,0,0,0
321,2MASX J10372477-2752261,10h37m24.7704s,-27d52m26.112s,159.35321,-27.87392,0.01398,4191.09856284,SUN,G,"UV,Xray",22.7156411446164,26,0,14,7,8,2,0,1,2,1
322,Hydra Cluster:[IHD2023] LSB 8,10h37m54.4700s,-27d15m31.120s,159.476958333333,-27.2586444444444,0.00905626518462983,2715.0,UUN,G,,22.7163351051797,4,0,0,3,2,0,0,0,0,0
323,ESO 501- G 040,10h36m49.9648s,-27d09m00.302s,159.208187,-27.150084,0.012295,3685.94827111,SUN,G,"IR,Radio",22.7670378078311,14,1,21,6,2,13,0,2,4,0
324,2MASX J10363560-2708572,10h36m35.6157s,-27d08m57.195s,159.148399,-27.149221,0.015527,4654.877495366,SUN,G,IR,22.8161976701967,19,0,15,7,5,2,0,0,2,0
