No.,Object Name,RA-s,Dec-s,RA,Dec,Redshift (z),cz,z flag,Phys Type,EM Region,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
461,ABELL 1060:[CZ2003]C0494[048],10h35m33.6600s,-28d15m32.500s,158.89025,-28.25902777778,0.0097930003,2935.86763113174,SUN,G,,46.4062830800615,2,0,0,1,1,0,0,0,0,0
462,WISEA J103538.82-264725.8,10h35m38.8267s,-26d47m25.815s,158.9117783,-26.7905042,0.011988,3593.911986504,SUN,G,IR,46.5086389413615,2,0,12,2,1,0,0,0,0,0
463,WISEA J104000.43-274732.7,10h40m00.4324s,-27d47m32.779s,160.0018017,-27.7924388,0.0122649996,3676.95437745302,SUN,G,IR,46.5556188313807,3,0,17,3,1,0,0,0,0,0
464,WISEA J103756.53-281528.1,10h37m56.5308s,-28d15m28.199s,159.485545,-28.2578331,0.0105109997,3151.11843610026,SUN,G,"IR,UV",46.6962939636992,5,0,21,5,2,0,0,0,0,0
465,WISEA J103553.61-281726.9,10h35m53.6110s,-28d17m26.952s,158.9733792,-28.2908202,0.011668,3497.978399944,SLS,G,"IR,UV,Vis",47.0029034556995,24,0,31,12,8,2,0,1,1,1
466,WISEA J103804.88-264739.3,10h38m04.8809s,-26d47m39.382s,159.5203372,-26.794273,0.00854600035,2562.02645099536,SUN,G,IR,47.6992188075216,2,0,12,2,1,0,0,0,0,0
467,WISEA J103847.42-265234.9,10h38m47.4221s,-26d52m34.976s,159.6975921,-26.8763823,0.0102899997,3084.86430288226,SUN,G,"IR,UV",47.9607613434488,1,0,16,3,1,0,0,0,0,0
468,ESO 436- G 036,10h33m48.4781s,-28d00m16.238s,158.4519923,-28.0045108,0.012045,3611.00015661,SUN,G,IR,47.9679226022119,22,1,37,11,6,14,0,1,3,2
469,ESO 501- G 012,10h33m22.9084s,-27d11m47.960s,158.3454518,-27.1966558,0.013272,3978.845502576,SUN,G,IR,48.626922968034,12,1,32,7,3,14,0,1,4,0
470,FGCE 0818,10h34m21.4408s,-26d54m12.863s,158.5893367,-26.9035731,0.0128459996,3851.13379555102,SUN,G,"IR,Radio",48.9151525946163,13,0,24,8,2,0,0,1,0,0
471,WISEA J103814.50-264659.1,10h38m14.5074s,-26d46m59.161s,159.5604475,-26.7831005,0.0166309997,4985.84827906026,SUN,G,"IR,UV",49.1694034167552,2,0,16,3,1,0,0,0,0,0
472,2MASS J10325919-2732364,10h32m59.1996s,-27d32m36.466s,158.246665,-27.543463,0.0160109997,4799.97695510026,SUN,G,"IR,Radio,UV",49.5557306456743,5,0,10,6,2,0,0,0,0,0
473,WISEA J103817.73-264641.3,10h38m17.7358s,-26d46m41.345s,159.5738994,-26.7781516,0.010037,3009.016900946,SUN,G,"IR,UV",49.7407734126971,11,0,36,8,5,2,0,0,1,1
474,NGC 3336,10h40m17.0296s,-27d46m37.409s,160.0709567,-27.7770583,0.013343,4000.130767094,SUN,G,"IR,Radio,UV",49.7461486554282,60,3,50,23,18,18,0,8,4,1
475,WISEA J103503.92-264633.3,10h35m03.9232s,-26d46m33.346s,158.7663468,-26.7759295,0.0106070004,3179.89872192298,SUN,G,IR,50.2219637282463,1,0,12,2,1,0,0,0,0,0
476,WISEA J103632.46-282159.1,10h36m32.5308s,-28d21m56.862s,159.135545,-28.365795,0.010941,3280.029282978,SLS,G,"IR,UV",50.2829752602188,11,0,31,9,4,2,0,0,1,1
477,ESO 437- G 004,10h35m23.2672s,-28d18m50.605s,158.8469469,-28.3140571,0.0110210003,3304.01276955574,SUN,G,"IR,Radio,UV,Vis",50.2895363695318,82,2,58,27,23,18,13,21,4,3
478,ESO 501- G 009,10h32m58.8300s,-27d40m12.200s,158.245125,-27.67005555556,0.010397,3116.942185826,SUN,G,Radio,50.3220548037703,17,1,6,9,5,12,0,1,2,0
479,WISEA J103833.21-264739.0,10h38m33.2179s,-26d47m39.078s,159.6384081,-26.7941885,0.010584,3173.003375472,SLS,G,"IR,UV",50.4558153255506,17,0,30,10,7,2,0,0,1,1
480,ABELL 1060:[CZ2003]D0393[050],10h34m34.7600s,-28d14m12.700s,158.64483333333,-28.23686111111,0.0123889996,3714.12864224502,SUN,G,,51.0427645063945,2,0,0,1,1,0,0,0,0,0
481,ESO 437- G 026,10h38m42.3864s,-28d15m35.923s,159.676610314747,-28.2599787726394,0.0113439998,3400.84558359351,SUN,G,"Radio,UV",51.2346487086976,13,1,10,8,3,11,0,2,2,0
482,ABELL 1060:[CZ2003]B0295[083],10h38m41.4700s,-28d15m47.900s,159.67279166667,-28.26330555556,0.0107310005,3217.07301669423,SUN,G,,51.3016449931011,1,0,0,1,1,0,0,0,0,0
483,ESO 501- G 014,10h33m35.8847s,-27d01m22.005s,158.3995197,-27.0227793,0.009857,2955.054258506,SLS,G,IR,51.4230480563956,25,1,32,11,7,14,0,1,3,2
484,WISEA J103447.40-264703.8,10h34m47.4097s,-26d47m03.890s,158.6975408,-26.7844141,0.00994999986,2982.93491512906,SUN,G,IR,51.4918594811167,1,0,12,2,1,0,0,0,0,0
485,WISEA J103938.92-280548.0,10h39m38.9240s,-28d05m48.011s,159.9121835,-28.0966699,0.0114909997,3444.91504494026,SUN,G,"IR,Radio,UV",51.768668936847,8,0,16,7,3,0,0,0,0,0
486,NGC 3285A,10h32m48.8064s,-27d31m20.604s,158.2033602,-27.5223902,0.014343,4299.923225094,SUN,G,"IR,Radio,UV",51.857927885827,40,4,48,19,8,18,1,8,4,1
487,ESO 501- G 045,10h37m12.5781s,-26d40m15.420s,159.3024088,-26.6709502,0.015271,4578.130626118,SUN,G,"IR,Radio",51.8855383350411,28,1,40,13,10,18,0,4,4,1
488,WISEA J104026.47-274852.6,10h40m26.4726s,-27d48m52.609s,160.1103025,-27.8146138,0.0144429998,4329.90241093551,SUN,G,"IR,UV",52.4304744541823,9,1,18,5,2,0,0,2,0,0
489,2MASX J10334104-2658000,10h33m41.0236s,-26d57m59.680s,158.420932,-26.966578,0.0119080003,3569.92867980174,SUN,G,IR,52.608861776714,7,0,17,4,2,2,0,0,1,0
490,WISEA J103935.15-265443.6,10h39m35.1500s,-26d54m43.629s,159.8964585,-26.9121194,0.0108110001,3241.05629341725,SUN,G,IR,53.2700670824225,1,0,12,2,1,0,0,0,0,0
491,WISEA J103855.13-264718.7,10h38m55.1313s,-26d47m18.719s,159.729714,-26.7885332,0.011678,3500.976324524,SUN,G,"IR,UV",53.2843588107449,4,0,31,5,2,2,0,0,1,0
492,ESO 501- G 007,10h32m41.4036s,-27d31m39.432s,158.172515,-27.52762,0.012665,3796.87148057,SUN,G,"IR,Radio,UV",53.4965635837899,25,1,25,13,7,15,0,2,4,1
493,AM 1038-273 NED01,10h40m25.4685s,-27d52m51.666s,160.1061188,-27.8810185,0.0150600001,4514.87444745925,SUN,G,"IR,UV",53.6481372692517,30,1,35,15,9,2,1,0,2,1
494,ESO 501- G 068,10h39m18.2477s,-26d50m23.809s,159.8260323,-26.8399472,0.010277,3080.967090866,S1L,G,"IR,Radio,UV,Vis",53.8849207743684,87,1,61,24,21,18,19,28,4,4
495,LEDA 763823,10h34m20.6000s,-26d47m30.600s,158.58583333333,-26.79183333333,0.0144300004,4326.00528885698,SUN,G,Radio,54.343797433227,11,1,2,3,1,0,0,2,0,0
496,ESO 501- G 010,10h33m07.5214s,-27d05m45.716s,158.2813392,-27.0960324,0.014136,4237.866186288,SUN,G,"IR,Vis",54.3907152830803,33,1,36,12,10,17,0,3,4,2
497,WISEA J103307.43-270530.7,10h33m07.4335s,-27d05m30.700s,158.2809731,-27.0918612,0.014373,4308.916998834,SLS,PofG,IR,54.5284784799494,5,0,21,6,3,2,0,0,1,1
498,AM 1038-273 NED02,10h40m32.5728s,-27d51m40.266s,160.13572,-27.861185,0.0133159999,3992.03634074875,SUN,G,"IR,UV,Vis",54.6554000168738,26,0,23,12,10,2,1,1,2,1
499,WISEA J103453.48-264227.0,10h34m53.5154s,-26d42m28.260s,158.722981,-26.70785,0.016785,5032.01640753,SLS,G,IR,54.9120055011204,7,0,27,5,2,2,0,0,1,1
500,ESO 501- G 025,10h35m25.0368s,-26d39m25.646s,158.8543201,-26.6571241,0.0127450004,3820.85499712698,SUN,G,"IR,Vis",55.0711912213291,37,2,35,12,12,18,2,5,4,1
501,ESO 501- G 056,10h37m45.2981s,-26d37m50.975s,159.4387422,-26.6308266,0.0119420001,3580.12156341525,UUN,G,"IR,UV",55.6378216491589,40,2,40,15,11,18,2,5,4,0
502,WISEA J104011.04-280413.2,10h40m11.0482s,-28d04m13.242s,160.0460343,-28.0703451,0.0106170001,3182.89655656525,SUN,G,"IR,UV",56.3855139662028,5,0,16,4,2,0,0,0,0,0
503,ESO 501- G 005,10h32m27.9707s,-27d31m45.575s,158.1165449,-27.5293264,0.013433,4027.112088314,SUN,G,"IR,UV,Vis",56.4740899628702,21,1,38,12,9,14,0,1,4,1
504,WISEA J103753.04-282634.4,10h37m53.0472s,-28d26m34.476s,159.47103,-28.44291,0.014847,4451.018623926,SLS,G,"IR,UV",57.0147968254821,11,0,31,8,2,2,0,0,1,2
505,ESO 501- G 013,10h33m30.0496s,-26d53m51.061s,158.375207,-26.8975171,0.011741,3519.863249378,SUN,G,"IR,UV",57.1697034097021,44,2,39,15,14,18,3,5,4,1
506,WISEA J103439.68-264045.7,10h34m39.6830s,-26d40m45.796s,158.6653461,-26.679388,0.014447,4331.101640726,SLS,G,"IR,UV",57.8417267780174,10,0,30,8,5,2,0,0,1,1
507,PGC1 0031478 NED153,10h40m59.4525s,-27d45m41.630s,160.24771889868,-27.7615641171,0.0134659996,4037.00511951102,SUN,G,Radio,58.5510586147088,13,1,2,7,3,0,0,2,0,0
508,ESO 437- G 001,10h34m49.0272s,-28d25m03.086s,158.7042801,-28.4175239,0.009697,2907.087465226,SLS,G,"IR,UV,Vis",58.9472128745282,25,1,41,11,7,14,0,1,4,2
