ra,dec,name,color,radius
159.177958333333,-27.5285833333333,gal,red,5.0
159.1783453,-27.5281201,gal,red,5.0
159.18125,-27.53038888889,gal,red,5.0
159.1711,-27.5241,gal,red,5.0
159.185,-27.523,gal,red,5.0
159.17125,-27.52166666667,gal,red,5.0
159.18772916667,-27.53162777778,gal,red,5.0
159.181575,-27.538175,gal,red,5.0
159.19166666667,-27.52363888889,gal,red,5.0
159.1639189,-27.5243615,gal,red,5.0
159.19333333333,-27.52661111111,gal,red,5.0
159.1626,-27.52304444444,gal,red,5.0
159.1857375,-27.513475,gal,red,5.0
159.17041666667,-27.51186111111,gal,red,5.0
159.16381666667,-27.514925,gal,red,5.0
159.17166666667,-27.54630555556,gal,red,5.0
159.17166666667,-27.54705555556,gal,red,5.0
159.1768084,-27.5480178,gal,red,5.0
159.15958333333,-27.53927777778,gal,red,5.0
159.15708333333,-27.53494444444,gal,red,5.0
159.16166666667,-27.51527777778,gal,red,5.0
159.16541666667,-27.54477777778,gal,red,5.0
159.1978375,-27.51960833333,gal,red,5.0
159.17541666667,-27.50780555556,gal,red,5.0
159.18208333333,-27.54936111111,gal,red,5.0
159.20125,-27.53308333333,gal,red,5.0
159.18698775295,-27.5493977459488,gal,red,5.0
159.16820334999,-27.54935452104,gal,red,5.0
159.19041666667,-27.50891666667,gal,red,5.0
159.20055416667,-27.54056111111,gal,red,5.0
159.1825,-27.55361111111,gal,red,5.0
159.15084583333,-27.538775,gal,red,5.0
159.1625,-27.50613888889,gal,red,5.0
159.2084,-27.53259722222,gal,red,5.0
159.19791666667,-27.54969444444,gal,red,5.0
159.1486525,-27.5182745,gal,red,5.0
159.18875,-27.5555,gal,red,5.0
159.15833333333,-27.50461111111,gal,red,5.0
159.211025,-27.53402777778,gal,red,5.0
159.20833333333,-27.54305555556,gal,red,5.0
159.2091064,-27.5130843,gal,red,5.0
159.18958333333,-27.49783333333,gal,red,5.0
159.171666,-27.5610302,gal,red,5.0
159.1878256,-27.5605366,gal,red,5.0
159.1629882,-27.4969024,gal,red,5.0
159.20791666667,-27.55055555556,gal,red,5.0
159.21708333333,-27.52963888889,gal,red,5.0
159.18875,-27.56219444444,gal,red,5.0
159.15708333333,-27.49866666667,gal,red,5.0
159.14583333333,-27.54997222222,gal,red,5.0
159.191105,-27.5628468,gal,red,5.0
159.20377884649,-27.500411135,gal,red,5.0
159.13833333333,-27.51522222222,gal,red,5.0
159.13458333333,-27.52630555556,gal,red,5.0
159.21125,-27.55366666667,gal,red,5.0
159.19333333333,-27.49225,gal,red,5.0
159.14916666667,-27.49905555556,gal,red,5.0
159.14333333333,-27.50425,gal,red,5.0
159.13541666667,-27.53980555556,gal,red,5.0
159.1875551,-27.4900437,gal,red,5.0
159.17916666667,-27.56925,gal,red,5.0
159.22416666667,-27.52675,gal,red,5.0
159.1709441,-27.5712791,gal,red,5.0
159.1454125,-27.49580555556,gal,red,5.0
159.13291666667,-27.51030555556,gal,red,5.0
159.21208333333,-27.56066666667,gal,red,5.0
159.18717916667,-27.57228055556,gal,red,5.0
159.13208333333,-27.50888888889,gal,red,5.0
159.19291666667,-27.57183333333,gal,red,5.0
159.19166666667,-27.57283333333,gal,red,5.0
159.13333333333,-27.50352777778,gal,red,5.0
159.13083333333,-27.50713888889,gal,red,5.0
159.125,-27.51719444444,gal,red,5.0
159.12333333333,-27.52022222222,gal,red,5.0
159.13125,-27.55583333333,gal,red,5.0
159.12125,-27.52633333333,gal,red,5.0
159.16791666667,-27.57869444444,gal,red,5.0
159.20083333333,-27.48116666667,gal,red,5.0
159.20958333333,-27.48519444444,gal,red,5.0
159.17458333333,-27.58127777778,gal,red,5.0
159.1575,-27.57894444444,gal,red,5.0
159.2010502,-27.5783734,gal,red,5.0
159.13523333333,-27.49024444444,gal,red,5.0
159.18,-27.47433333333,gal,red,5.0
159.11708333333,-27.51852777778,gal,red,5.0
159.19,-27.58261111111,gal,red,5.0
159.23541666667,-27.50688888889,gal,red,5.0
159.12416666667,-27.5575,gal,red,5.0
159.11666666667,-27.51530555556,gal,red,5.0
159.11416666667,-27.52438888889,gal,red,5.0
159.11458333333,-27.53675,gal,red,5.0
159.145854,-27.479086,gal,red,5.0
159.1782274,-27.5857448,gal,red,5.0
159.1325,-27.48716666667,gal,red,5.0
159.145,-27.57938888889,gal,red,5.0
159.19166666667,-27.58611111111,gal,red,5.0
159.1681477,-27.5873891,gal,red,5.0
159.20166666667,-27.58419444444,gal,red,5.0
159.1872482,-27.4695023,gal,red,5.0
