ra,dec,name,color,radius
185.4196,11.5017,gal,red,5.0
185.4228,5.385,gal,red,5.0
185.4233,15.0753,gal,red,5.0
185.426,14.5992,gal,red,5.0
185.4358,9.2367,gal,red,5.0
185.4462,5.9891,gal,red,5.0
185.4501,12.8267,gal,red,5.0
185.4587,9.7391,gal,red,5.0
185.4597,8.5417,gal,red,5.0
185.4736,15.6459,gal,red,5.0
185.4777,4.4739,gal,red,5.0
185.4812,6.4519,gal,red,5.0
185.4818,11.9672,gal,red,5.0
185.4828,17.6813,gal,red,5.0
185.4896,8.6749,gal,red,5.0
185.4905,2.3452,gal,red,5.0
185.5053,5.1,gal,red,5.0
185.5151,12.7411,gal,red,5.0
185.5172,12.7875,gal,red,5.0
185.5193,7.7394,gal,red,5.0
185.5234,9.0437,gal,red,5.0
185.527,6.7826,gal,red,5.0
185.5324,15.7991,gal,red,5.0
185.5359,9.8945,gal,red,5.0
185.5457,4.9518,gal,red,5.0
185.5517,7.1443,gal,red,5.0
185.5614,7.1671,gal,red,5.0
185.5814,6.928,gal,red,5.0
185.5814,14.7607,gal,red,5.0
185.5817,15.7336,gal,red,5.0
185.6013,15.4711,gal,red,5.0
185.6136,4.5664,gal,red,5.0
185.6303,15.5379,gal,red,5.0
185.6305,7.1189,gal,red,5.0
185.632,11.8026,gal,red,5.0
185.6486,24.0851,gal,red,5.0
185.649,12.1576,gal,red,5.0
185.6575,8.2964,gal,red,5.0
185.6599,11.8013,gal,red,5.0
185.6601,6.0141,gal,red,5.0
185.6625,6.6773,gal,red,5.0
185.6713,7.9503,gal,red,5.0
185.6759,9.3327,gal,red,5.0
185.6804,8.1983,gal,red,5.0
185.6816,5.4563,gal,red,5.0
185.7009,7.9138,gal,red,5.0
185.7119,13.5928,gal,red,5.0
185.7198,6.6797,gal,red,5.0
185.7282,15.8259,gal,red,5.0
185.7344,7.7331,gal,red,5.0
185.7359,2.747,gal,red,5.0
185.7487,8.0309,gal,red,5.0
185.7572,15.9054,gal,red,5.0
185.7636,5.786,gal,red,5.0
185.7701,8.3336,gal,red,5.0
185.7808,13.7446,gal,red,5.0
185.79,11.726,gal,red,5.0
185.7913,0.4267,gal,red,5.0
185.8206,11.3678,gal,red,5.0
185.8266,5.6071,gal,red,5.0
185.8331,7.0681,gal,red,5.0
185.8334,15.8203,gal,red,5.0
185.8385,15.8682,gal,red,5.0
185.8474,1.8149,gal,red,5.0
185.8683,5.8166,gal,red,5.0
185.8741,19.4267,gal,red,5.0
185.8749,2.0081,gal,red,5.0
185.8824,17.7946,gal,red,5.0
185.9065,17.5414,gal,red,5.0
185.9115,6.9542,gal,red,5.0
185.9125,7.054,gal,red,5.0
185.9289,18.6619,gal,red,5.0
185.9336,12.4775,gal,red,5.0
185.9519,7.1873,gal,red,5.0
185.9568,18.4556,gal,red,5.0
185.958,6.0598,gal,red,5.0
185.9691,13.8825,gal,red,5.0
185.9728,7.1071,gal,red,5.0
185.9748,-3.443,gal,red,5.0
185.9759,3.0852,gal,red,5.0
185.9905,12.8871,gal,red,5.0
185.9907,11.8923,gal,red,5.0
185.9926,7.4503,gal,red,5.0
186.0013,7.7851,gal,red,5.0
186.0054,12.2042,gal,red,5.0
186.0081,16.8393,gal,red,5.0
186.0131,5.1805,gal,red,5.0
186.0168,17.5495,gal,red,5.0
186.0207,11.2181,gal,red,5.0
186.0209,8.294,gal,red,5.0
186.022,10.0677,gal,red,5.0
186.0231,7.0414,gal,red,5.0
186.0317,6.6074,gal,red,5.0
186.0521,11.5294,gal,red,5.0
186.0577,7.1751,gal,red,5.0
186.0585,18.6894,gal,red,5.0
186.0605,4.226,gal,red,5.0
186.092,21.1602,gal,red,5.0
186.1088,7.1135,gal,red,5.0
186.1161,7.3157,gal,red,5.0
186.1304,6.488,gal,red,5.0
186.1335,8.6375,gal,red,5.0
186.1472,6.033,gal,red,5.0
186.164,3.9956,gal,red,5.0
186.1647,8.5042,gal,red,5.0
186.1674,3.3031,gal,red,5.0
186.1721,3.7214,gal,red,5.0
186.1958,7.3529,gal,red,5.0
186.1981,14.5763,gal,red,5.0
186.199,8.9914,gal,red,5.0
186.2015,18.1951,gal,red,5.0
186.2065,6.7596,gal,red,5.0
186.2148,13.111,gal,red,5.0
186.221,9.4931,gal,red,5.0
186.2254,7.5569,gal,red,5.0
186.2286,16.8108,gal,red,5.0
186.2292,7.4444,gal,red,5.0
186.2338,11.8321,gal,red,5.0
186.2624,7.5038,gal,red,5.0
186.2645,13.2447,gal,red,5.0
186.2653,12.8877,gal,red,5.0
186.2658,17.0155,gal,red,5.0
186.2677,15.7113,gal,red,5.0
186.2734,5.3291,gal,red,5.0
186.2843,6.8906,gal,red,5.0
186.2863,4.4142,gal,red,5.0
186.3049,13.0255,gal,red,5.0
186.3133,12.7146,gal,red,5.0
186.3201,11.6053,gal,red,5.0
186.3231,14.1726,gal,red,5.0
186.3256,5.7411,gal,red,5.0
186.34,16.43,gal,red,5.0
186.3401,13.0704,gal,red,5.0
186.3423,10.0167,gal,red,5.0
186.3465,14.8033,gal,red,5.0
186.3498,18.1893,gal,red,5.0
186.3561,16.4699,gal,red,5.0
186.3502,18.14,gal,red,5.0
186.3691,12.6364,gal,red,5.0
186.3712,13.4987,gal,red,5.0
186.3813,11.1584,gal,red,5.0
186.3877,12.2607,gal,red,5.0
186.3897,13.2273,gal,red,5.0
186.3952,15.1944,gal,red,5.0
186.3972,5.381,gal,red,5.0
186.4004,15.8474,gal,red,5.0
186.4018,15.8301,gal,red,5.0
186.4048,13.1437,gal,red,5.0
186.4114,14.1509,gal,red,5.0
186.4118,7.7323,gal,red,5.0
186.4122,12.3138,gal,red,5.0
186.4151,10.5834,gal,red,5.0
186.422,2.1591,gal,red,5.0
186.4222,13.0477,gal,red,5.0
186.4238,12.8099,gal,red,5.0
186.427,7.2181,gal,red,5.0
186.4361,13.0221,gal,red,5.0
186.4442,12.6629,gal,red,5.0
