55.12916666666667,-35.878055555555555,gal,red,5.0
56.1375,-35.19583333333334,gal,red,5.0
54.958333333333336,-35.522777777777776,gal,red,5.0
54.97916666666666,-33.053333333333335,gal,red,5.0
51.891666666666666,-35.717777777777776,gal,red,5.0
53.82083333333333,-35.265277777777776,gal,red,5.0
54.83333333333333,-35.72472222222222,gal,red,5.0
54.80416666666667,-35.37138888888889,gal,red,5.0
56.3,-35.57083333333333,gal,red,5.0
54.52916666666666,-35.44,gal,red,5.0
55.245185,-38.855266,gal,red,5.0
55.4375,-33.79194444444445,gal,red,5.0
62.73946,-35.831125,gal,red,5.0
54.19166666666667,-35.99944444444444,gal,red,5.0
52.08000846736938,-31.770004226153358,gal,red,5.0
57.920417,-38.452222,gal,red,5.0
63.210917,-33.002028,gal,red,5.0
56.43750000000001,-36.34666666666666,gal,red,5.0
55.75833333333333,-36.27333333333333,gal,red,5.0
53.391666666666666,-36.605555555555554,gal,red,5.0
54.3,-35.745555555555555,gal,red,5.0
49.37499999999999,-37.84361111111111,gal,red,5.0
52.981732,-31.337625,gal,red,5.0
56.8875,-38.58166666666667,gal,red,5.0
51.33333333333333,-36.38333333333333,gal,red,5.0
52.923875,-32.567556,gal,red,5.0
54.26666666666668,-35.59027777777778,gal,red,5.0
56.26666666666667,-35.97277777777778,gal,red,5.0
55.00416666666666,-34.75833333333333,gal,red,5.0
63.018042,-32.874222,gal,red,5.0
58.583875,-36.968889,gal,red,5.0
52.94583333333333,-35.67611111111111,gal,red,5.0
55.57083333333334,-35.54083333333333,gal,red,5.0
54.84166666666667,-31.321944444444448,gal,red,5.0
42.949875,-30.1081,gal,red,5.0
56.770833333333336,-33.70944444444444,gal,red,5.0
62.860333,-32.857528,gal,red,5.0
55.175,-35.66138888888889,gal,red,5.0
56.806368,-38.968466,gal,red,5.0
54.22083333333334,-34.93861111111111,gal,red,5.0
49.063583,-31.209472,gal,red,5.0
47.60416666666667,-33.16138888888889,gal,red,5.0
54.5375,-34.51888888888889,gal,red,5.0
66.85386259844587,-33.52047767198205,gal,red,5.0
57.47083333333334,-32.259166666666665,gal,red,5.0
52.62499999999999,-34.25944444444445,gal,red,5.0
65.031957,-36.685295,gal,red,5.0
57.125535,-39.42502,gal,red,5.0
63.307792,-32.100806,gal,red,5.0
