updated,md5sum,filesize,original_filename,archive_filename,airmass,ra_range,dec_range,ra,dec,ifilter,seeing,depth,exposure,expnum,obs_night,date_obs,pi_ids,pi,prop_id,release_date,instrument,telescope,site,obs_mode,obs_type,object,proc_type,prod_type,survey,caldat,collections
2020-11-19T11:40:02.446700+0000,342d8b801c9a4c917595a5c88e5103b3,239227200,/data_local/images/DTS/2019B-0910/DECam_00912549.fits.fz,/net/archive/pipe/20191130/ct4m/2019B-0910/c4d_191201_020851_osw_i_v1.fits.fz,1.06,"{'gte': 52.65041666666666, 'lte': 52.65041666666666}","{'gte': -28.100444444444445, 'lte': -28.100444444444445}",52.65041666666666,-28.100444444444445,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-12-01,2019-12-01T02:08:51.183406+0000,[4674],Shen,2019B-0910,2021-05-23,decam,ct4m,ct,,object,SN-C3,stacked,wtmap,,2019-11-30,[None]
2020-11-18T22:34:36.665398+0000,1d1474dbe0ebf6e79b7a489c3fe56cf3,4504320,/data_local/images/DTS/2019B-0910/DECam_00921232.fits.fz,/net/archive/pipe/20191220/ct4m/2019B-0910/c4d_191221_035936_ose_r_v1.fits.fz,1.07,"{'gte': 54.27429166666666, 'lte': 54.27429166666666}","{'gte': -27.11202777777778, 'lte': -27.11202777777778}",54.27429166666666,-27.11202777777778,r DECam SDSS c0002 6415.0 1480.0,None,,140.0,0,2019-12-21,2019-12-21T03:59:36.489757+0000,[4674],Shen,2019B-0910,2021-06-12,decam,ct4m,ct,,object,SN-C1,stacked,expmap,,2019-12-20,[None]
2020-11-19T00:16:45.512624+0000,2ce47f3db51cc5852c08fdc70fac3eb0,4579200,/data_local/images/DTS/2019B-0910/DECam_00912547.fits.fz,/net/archive/pipe/20191130/ct4m/2019B-0910/c4d_191201_020532_ose_r_v1.fits.fz,1.06,"{'gte': 52.651083333333325, 'lte': 52.651083333333325}","{'gte': -28.100611111111114, 'lte': -28.100611111111114}",52.651083333333325,-28.100611111111114,r DECam SDSS c0002 6415.0 1480.0,None,,140.0,0,2019-12-01,2019-12-01T02:05:32.557646+0000,[4674],Shen,2019B-0910,2021-05-23,decam,ct4m,ct,,object,SN-C3,stacked,expmap,,2019-11-30,[None]
2020-11-19T10:52:44.613364+0000,2afbcd567f18c13b5d70cba90e2ec7cc,339053760,/data_local/images/DTS/2019B-0910/DECam_00906043.fits.fz,/net/archive/pipe/20191104/ct4m/2019B-0910/c4d_191105_022722_osj_r_v1.fits.fz,1.29,"{'gte': 54.273708333333325, 'lte': 54.273708333333325}","{'gte': -27.11052777777778, 'lte': -27.11052777777778}",54.273708333333325,-27.11052777777778,r DECam SDSS c0002 6415.0 1480.0,None,,140.0,0,2019-11-05,2019-11-05T02:27:22.674127+0000,[4674],Shen,2019B-0910,2021-04-27,decam,ct4m,ct,,object,SN-C1,stacked,image1,,2019-11-04,[None]
2020-11-18T22:04:29.304920+0000,2ada667019566214774deba3de23ab57,333898560,/data_local/images/DTS/2019B-0910/DECam_00917134.fits.fz,/net/archive/pipe/20191213/ct4m/2019B-0910/c4d_191214_013426_osj_i_v1.fits.fz,1.04,"{'gte': 52.64520833333333, 'lte': 52.64520833333333}","{'gte': -28.102611111111113, 'lte': -28.102611111111113}",52.64520833333333,-28.102611111111113,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-12-14,2019-12-14T01:34:26.532731+0000,[4674],Shen,2019B-0910,2021-06-05,decam,ct4m,ct,,object,SN-C3,stacked,image1,,2019-12-13,[None]
2020-11-19T10:52:39.850191+0000,2aeeabf4223b2d7a0ee07796c2e31a80,4579200,/data_local/images/DTS/2019B-0910/DECam_00908573.fits.fz,/net/archive/pipe/20191116/ct4m/2019B-0910/c4d_191117_024417_ose_r_v1.fits.fz,1.1,"{'gte': 54.273624999999996, 'lte': 54.273624999999996}","{'gte': -29.088555555555555, 'lte': -29.088555555555555}",54.273624999999996,-29.088555555555555,r DECam SDSS c0002 6415.0 1480.0,None,,140.0,0,2019-11-17,2019-11-17T02:44:17.626344+0000,[4674],Shen,2019B-0910,2021-05-09,decam,ct4m,ct,,object,SN-C2,stacked,expmap,,2019-11-16,[None]
2020-11-19T02:48:16.577415+0000,663da1f1c1484dfa44bbbd851594eaf5,337829760,/data_local/images/DTS/2019B-0910/DECam_00912545.fits.fz,/net/archive/pipe/20191130/ct4m/2019B-0910/c4d_191201_020153_osj_g_v1.fits.fz,1.07,"{'gte': 52.65016666666666, 'lte': 52.65016666666666}","{'gte': -28.10088888888889, 'lte': -28.10088888888889}",52.65016666666666,-28.10088888888889,g DECam SDSS c0001 4720.0 1520.0,None,,160.0,0,2019-12-01,2019-12-01T02:01:53.616138+0000,[4674],Shen,2019B-0910,2021-05-23,decam,ct4m,ct,,object,SN-C3,stacked,image1,,2019-11-30,[None]
2020-11-19T10:56:09.978830+0000,2adab0d2f7a7097e4b38a8801c70f5ae,1676160,/data_local/images/DTS/2019B-0910/DECam_00908563.fits.fz,/net/archive/pipe/20191116/ct4m/2019B-0910/c4d_191117_022327_osd_i_v1.fits.fz,1.15,"{'gte': 54.274125, 'lte': 54.274125}","{'gte': -27.111888888888892, 'lte': -27.111888888888892}",54.274125,-27.111888888888892,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-11-17,2019-11-17T02:23:27.832023+0000,[4674],Shen,2019B-0910,2021-05-09,decam,ct4m,ct,,object,SN-C1,stacked,dqmask,,2019-11-16,[None]
2020-11-19T00:16:04.022239+0000,2c66f5fef3aeb49aa6d78b2d4c0bde09,238507200,/data_local/images/DTS/2019B-0910/DECam_00925475.fits.fz,/net/archive/pipe/20200120/ct4m/2019B-0910/c4d_200121_031954_osw_r_v1.fits.fz,1.31,"{'gte': 52.64954166666666, 'lte': 52.64954166666666}","{'gte': -28.099777777777778, 'lte': -28.099777777777778}",52.64954166666666,-28.099777777777778,r DECam SDSS c0002 6415.0 1480.0,None,,140.0,0,2020-01-21,2020-01-21T03:19:54.981776+0000,[4674],Shen,2019B-0910,2021-07-13,decam,ct4m,ct,,object,SN-C3,stacked,wtmap,,2020-01-20,[None]
2020-11-18T19:37:31.964051+0000,66c395e27f4c26f8861b44b581590939,1532160,/data_local/images/DTS/2019B-0910/DECam_00892222.fits.fz,/net/archive/pipe/20190830/ct4m/2019B-0910/c4d_190831_080000_osd_g_v1.fits.fz,1.09,"{'gte': 54.27779166666666, 'lte': 54.27779166666666}","{'gte': -27.114250000000002, 'lte': -27.114250000000002}",54.27779166666666,-27.114250000000002,g DECam SDSS c0001 4720.0 1520.0,None,,160.0,0,2019-08-31,2019-08-31T08:00:00.616424+0000,[4674],Shen,2019B-0910,2021-02-20,decam,ct4m,ct,,object,SN-C1,stacked,dqmask,,2019-08-30,[None]
2020-11-19T02:51:32.600792+0000,651b3a665f4d5b4ee33e94f3a75d8ddd,237962880,/data_local/images/DTS/2019B-0910/DECam_00921246.fits.fz,/net/archive/pipe/20191220/ct4m/2019B-0910/c4d_191221_042717_osw_i_v1.fits.fz,1.12,"{'gte': 54.273708333333325, 'lte': 54.273708333333325}","{'gte': -29.087805555555555, 'lte': -29.087805555555555}",54.273708333333325,-29.087805555555555,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-12-21,2019-12-21T04:27:17.894475+0000,[4674],Shen,2019B-0910,2021-06-12,decam,ct4m,ct,,object,SN-C2,stacked,wtmap,,2019-12-20,[None]
2020-11-18T22:28:14.775939+0000,1bb9f1e1bd1e032ccbc5a634a3e476cc,993600,/data_local/images/DTS/2019B-0910/DECam_00895684.fits.fz,/net/archive/pipe/20190915/ct4m/2019B-0910/c4d_190916_064322_osd_g_v1.fits.fz,1.1,"{'gte': 52.64812499999999, 'lte': 52.64812499999999}","{'gte': -28.101111111111113, 'lte': -28.101111111111113}",52.64812499999999,-28.101111111111113,g DECam SDSS c0001 4720.0 1520.0,None,,160.0,0,2019-09-16,2019-09-16T06:43:22.565834+0000,[4674],Shen,2019B-0910,2021-03-08,decam,ct4m,ct,,object,SN-C3,stacked,dqmask,,2019-09-15,[None]
2020-11-18T18:52:43.058459+0000,6492ddbb4ea421007c8f58cb766002d6,4754880,/data_local/images/DTS/2019B-0910/DECam_00906055.fits.fz,/net/archive/pipe/20191104/ct4m/2019B-0910/c4d_191105_025135_ose_r_v1.fits.fz,1.2,"{'gte': 54.273999999999994, 'lte': 54.273999999999994}","{'gte': -29.08897222222222, 'lte': -29.08897222222222}",54.273999999999994,-29.08897222222222,r DECam SDSS c0002 6415.0 1480.0,None,,140.0,0,2019-11-05,2019-11-05T02:51:35.305643+0000,[4674],Shen,2019B-0910,2021-04-27,decam,ct4m,ct,,object,SN-C2,stacked,expmap,,2019-11-04,[None]
2020-11-19T11:34:15.725591+0000,32e9f207de4bc41e6fa1d89c2a66e731,1215360,/data_local/images/DTS/2019B-0910/DECam_00917148.fits.fz,/net/archive/pipe/20191213/ct4m/2019B-0910/c4d_191214_015920_osd_i_v1.fits.fz,1.02,"{'gte': 54.276083333333325, 'lte': 54.276083333333325}","{'gte': -29.087055555555555, 'lte': -29.087055555555555}",54.276083333333325,-29.087055555555555,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-12-14,2019-12-14T01:59:20.355630+0000,[4674],Shen,2019B-0910,2021-06-05,decam,ct4m,ct,,object,SN-C2,stacked,dqmask,,2019-12-13,[None]
2020-11-19T11:25:31.514296+0000,3146f6c0cd2dbbd523a6e945af99a59b,1154880,/data_local/images/DTS/2019B-0910/DECam_00915315.fits.fz,/net/archive/pipe/20191207/ct4m/2019B-0910/c4d_191208_013446_osd_i_v1.fits.fz,1.08,"{'gte': 54.26979166666666, 'lte': 54.26979166666666}","{'gte': -27.115333333333336, 'lte': -27.115333333333336}",54.26979166666666,-27.115333333333336,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-12-08,2019-12-08T01:34:46.984494+0000,[4674],Shen,2019B-0910,2021-05-30,decam,ct4m,ct,,object,SN-C1,stacked,dqmask,,2019-12-07,[None]
2020-11-19T10:30:54.108257+0000,2f0d21d146f14cd748f5c45f82c9a584,333593280,/data_local/images/DTS/2019B-0910/DECam_00889312.fits.fz,/net/archive/pipe/20190821/ct4m/2019B-0910/c4d_190822_081159_osj_g_v1.fits.fz,1.13,"{'gte': 54.272749999999995, 'lte': 54.272749999999995}","{'gte': -27.112750000000002, 'lte': -27.112750000000002}",54.272749999999995,-27.112750000000002,g DECam SDSS c0001 4720.0 1520.0,None,,160.0,0,2019-08-22,2019-08-22T08:11:59.136221+0000,[4674],Shen,2019B-0910,2021-02-11,decam,ct4m,ct,,object,SN-C1,stacked,image1,,2019-08-21,[None]
2020-11-19T11:28:18.809464+0000,325e4d0d1a38f1e7c52ded05d4ee974a,238147200,/data_local/images/DTS/2019B-0910/DECam_00925480.fits.fz,/net/archive/pipe/20200120/ct4m/2019B-0910/c4d_200121_032854_osw_g_v1.fits.fz,1.32,"{'gte': 54.274874999999994, 'lte': 54.274874999999994}","{'gte': -27.11127777777778, 'lte': -27.11127777777778}",54.274874999999994,-27.11127777777778,g DECam SDSS c0001 4720.0 1520.0,None,,160.0,0,2020-01-21,2020-01-21T03:28:54.261029+0000,[4674],Shen,2019B-0910,2021-07-13,decam,ct4m,ct,,object,SN-C1,stacked,wtmap,,2020-01-20,[None]
2020-11-19T11:01:34.347499+0000,2d007330caf0e8aa3f0d8387a8e90da0,1120320,/data_local/images/DTS/2019B-0910/DECam_00925107.fits.fz,/net/archive/pipe/20200105/ct4m/2019B-0910/c4d_200106_033552_osd_g_v1.fits.fz,1.15,"{'gte': 54.27466666666666, 'lte': 54.27466666666666}","{'gte': -29.089694444444444, 'lte': -29.089694444444444}",54.27466666666666,-29.089694444444444,g DECam SDSS c0001 4720.0 1520.0,None,,160.0,0,2020-01-06,2020-01-06T03:35:52.555164+0000,[4674],Shen,2019B-0910,2021-06-28,decam,ct4m,ct,,object,SN-C2,stacked,dqmask,,2020-01-05,[None]
2020-11-19T00:16:55.745152+0000,2d078c44d29382bc32c2ef94fa293ca8,333201600,/data_local/images/DTS/2019B-0910/DECam_00940740.fits.fz,/net/archive/pipe/20200303/ct4m/2019B-0910/c4d_200304_003943_osi_i_v1.fits.fz,1.32,"{'gte': 54.27479166666666, 'lte': 54.27479166666666}","{'gte': -27.111888888888892, 'lte': -27.111888888888892}",54.27479166666666,-27.111888888888892,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2020-03-04,2020-03-04T00:39:43.224176+0000,[4674],Shen,2019B-0910,2021-08-25,decam,ct4m,ct,,object,SN-C1,stacked,image,,2020-03-03,[None]
2020-11-19T11:23:16.937427+0000,30d67f52039a339b62b592c9cea93590,238703040,/data_local/images/DTS/2019B-0910/DECam_00898481.fits.fz,/net/archive/pipe/20190926/ct4m/2019B-0910/c4d_190927_065011_osw_i_v1.fits.fz,1.03,"{'gte': 54.27375, 'lte': 54.27375}","{'gte': -29.0875, 'lte': -29.0875}",54.27375,-29.0875,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-09-27,2019-09-27T06:50:11.321703+0000,[4674],Shen,2019B-0910,2021-03-19,decam,ct4m,ct,,object,SN-C2,stacked,wtmap,,2019-09-26,[None]
2020-11-19T10:45:36.568994+0000,31f5de9db13676050e7dce5fd5faf06d,1635840,/data_local/images/DTS/2019B-0910/DECam_00908585.fits.fz,/net/archive/pipe/20191116/ct4m/2019B-0910/c4d_191117_030823_osd_r_v1.fits.fz,1.05,"{'gte': 52.649833333333326, 'lte': 52.649833333333326}","{'gte': -28.09986111111111, 'lte': -28.09986111111111}",52.649833333333326,-28.09986111111111,r DECam SDSS c0002 6415.0 1480.0,None,,140.0,0,2019-11-17,2019-11-17T03:08:23.964879+0000,[4674],Shen,2019B-0910,2021-05-09,decam,ct4m,ct,,object,SN-C3,stacked,dqmask,,2019-11-16,[None]
2020-11-19T11:49:20.709130+0000,359e6e9e94bbf795e04a6533ced09f40,239244480,/data_local/images/DTS/2019B-0910/DECam_00915315.fits.fz,/net/archive/pipe/20191207/ct4m/2019B-0910/c4d_191208_013446_osw_i_v1.fits.fz,1.08,"{'gte': 54.26979166666666, 'lte': 54.26979166666666}","{'gte': -27.115333333333336, 'lte': -27.115333333333336}",54.26979166666666,-27.115333333333336,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-12-08,2019-12-08T01:34:46.984494+0000,[4674],Shen,2019B-0910,2021-05-30,decam,ct4m,ct,,object,SN-C1,stacked,wtmap,,2019-12-07,[None]
2020-11-18T23:20:16.426732+0000,3cc93187412c5f2769efeddcd3d48737,238190400,/data_local/images/DTS/2019B-0910/DECam_00895700.fits.fz,/net/archive/pipe/20190915/ct4m/2019B-0910/c4d_190916_071403_osw_i_v1.fits.fz,1.06,"{'gte': 54.27224999999999, 'lte': 54.27224999999999}","{'gte': -27.112111111111112, 'lte': -27.112111111111112}",54.27224999999999,-27.112111111111112,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-09-16,2019-09-16T07:14:03.730959+0000,[4674],Shen,2019B-0910,2021-03-08,decam,ct4m,ct,,object,SN-C1,stacked,wtmap,,2019-09-15,[None]
2020-11-19T11:30:11.783756+0000,31c63aadd97ef0d3beb2c89a64f2e9a0,242409600,/data_local/images/DTS/2019B-0910/DECam_00900800.fits.fz,/net/archive/pipe/20191004/ct4m/2019B-0910/c4d_191005_055718_osw_g_v1.fits.fz,1.06,"{'gte': 54.274375, 'lte': 54.274375}","{'gte': -27.111555555555558, 'lte': -27.111555555555558}",54.274375,-27.111555555555558,g DECam SDSS c0001 4720.0 1520.0,None,,320.0,0,2019-10-05,2019-10-05T05:57:18.073380+0000,[4674],Shen,2019B-0910,2021-03-27,decam,ct4m,ct,,object,SN-C1,stacked,wtmap,,2019-10-04,[None]
2020-11-19T07:40:31.671935+0000,2ff4cc686a51a451ddf0f4c4cf3b3dce,4881600,/data_local/images/DTS/2019B-0910/DECam_00889316.fits.fz,/net/archive/pipe/20190821/ct4m/2019B-0910/c4d_190822_081855_ose_i_v1.fits.fz,1.12,"{'gte': 54.27279166666666, 'lte': 54.27279166666666}","{'gte': -27.11252777777778, 'lte': -27.11252777777778}",54.27279166666666,-27.11252777777778,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-08-22,2019-08-22T08:18:55.158052+0000,[4674],Shen,2019B-0910,2021-02-11,decam,ct4m,ct,,object,SN-C1,stacked,expmap,,2019-08-21,[None]
2020-11-19T11:28:41.619373+0000,32796bd1939eeb12cae7e34a8c0ca44c,1192320,/data_local/images/DTS/2019B-0910/DECam_00925477.fits.fz,/net/archive/pipe/20200120/ct4m/2019B-0910/c4d_200121_032312_osd_i_v1.fits.fz,1.32,"{'gte': 52.649125, 'lte': 52.649125}","{'gte': -28.099777777777778, 'lte': -28.099777777777778}",52.649125,-28.099777777777778,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2020-01-21,2020-01-21T03:23:12.608622+0000,[4674],Shen,2019B-0910,2021-07-13,decam,ct4m,ct,,object,SN-C3,stacked,dqmask,,2020-01-20,[None]
2020-11-19T11:19:02.705710+0000,2fd67b7f35ef8ed5e4fba4d04cb311c2,333550080,/data_local/images/DTS/2019B-0910/DECam_00921246.fits.fz,/net/archive/pipe/20191220/ct4m/2019B-0910/c4d_191221_042717_osj_i_v1.fits.fz,1.12,"{'gte': 54.273708333333325, 'lte': 54.273708333333325}","{'gte': -29.087805555555555, 'lte': -29.087805555555555}",54.273708333333325,-29.087805555555555,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-12-21,2019-12-21T04:27:17.894475+0000,[4674],Shen,2019B-0910,2021-06-12,decam,ct4m,ct,,object,SN-C2,stacked,image1,,2019-12-20,[None]
2020-11-19T11:06:48.082729+0000,2e7b4ca28ba2c9a65401427123965951,238570560,/data_local/images/DTS/2019B-0910/DECam_00912533.fits.fz,/net/archive/pipe/20191130/ct4m/2019B-0910/c4d_191201_013815_osw_g_v1.fits.fz,1.12,"{'gte': 54.27475, 'lte': 54.27475}","{'gte': -29.088083333333334, 'lte': -29.088083333333334}",54.27475,-29.088083333333334,g DECam SDSS c0001 4720.0 1520.0,None,,160.0,0,2019-12-01,2019-12-01T01:38:15.840480+0000,[4674],Shen,2019B-0910,2021-05-23,decam,ct4m,ct,,object,SN-C2,stacked,wtmap,,2019-11-30,[None]
2020-11-19T11:00:39.978019+0000,2dbcb6542815c0ea0521638874fffee6,338581440,/data_local/images/DTS/2019B-0910/DECam_00895684.fits.fz,/net/archive/pipe/20190915/ct4m/2019B-0910/c4d_190916_064322_osj_g_v1.fits.fz,1.1,"{'gte': 52.64812499999999, 'lte': 52.64812499999999}","{'gte': -28.101111111111113, 'lte': -28.101111111111113}",52.64812499999999,-28.101111111111113,g DECam SDSS c0001 4720.0 1520.0,None,,160.0,0,2019-09-16,2019-09-16T06:43:22.565834+0000,[4674],Shen,2019B-0910,2021-03-08,decam,ct4m,ct,,object,SN-C3,stacked,image1,,2019-09-15,[None]
2020-11-19T11:04:22.186527+0000,2deef1e825ce7a8c3e46d9f47f04f7c6,333970560,/data_local/images/DTS/2019B-0910/DECam_00915315.fits.fz,/net/archive/pipe/20191207/ct4m/2019B-0910/c4d_191208_013446_osj_i_v1.fits.fz,1.08,"{'gte': 54.26979166666666, 'lte': 54.26979166666666}","{'gte': -27.115333333333336, 'lte': -27.115333333333336}",54.26979166666666,-27.115333333333336,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-12-08,2019-12-08T01:34:46.984494+0000,[4674],Shen,2019B-0910,2021-05-30,decam,ct4m,ct,,object,SN-C1,stacked,image1,,2019-12-07,[None]
2020-11-19T07:25:25.222852+0000,38a284093f3f646badbd264516f0825a,336502080,/data_local/images/DTS/2019B-0910/DECam_00915324.fits.fz,/net/archive/pipe/20191207/ct4m/2019B-0910/c4d_191208_015109_osj_g_v1.fits.fz,1.05,"{'gte': 52.64929166666666, 'lte': 52.64929166666666}","{'gte': -28.103083333333334, 'lte': -28.103083333333334}",52.64929166666666,-28.103083333333334,g DECam SDSS c0001 4720.0 1520.0,None,,20.0,0,2019-12-08,2019-12-08T01:51:09.205910+0000,[4674],Shen,2019B-0910,2021-05-30,decam,ct4m,ct,,object,SN-C3,stacked,image1,,2019-12-07,[None]
2020-11-19T10:48:02.523085+0000,28c20ca74d31c93e009947ca34ce149d,1480320,/data_local/images/DTS/2019B-0910/DECam_00906057.fits.fz,/net/archive/pipe/20191104/ct4m/2019B-0910/c4d_191105_025453_osd_i_v1.fits.fz,1.19,"{'gte': 54.273291666666665, 'lte': 54.273291666666665}","{'gte': -29.08936111111111, 'lte': -29.08936111111111}",54.273291666666665,-29.08936111111111,i DECam SDSS c0003 7835.0 1470.0,None,,180.0,0,2019-11-05,2019-11-05T02:54:53.098434+0000,[4674],Shen,2019B-0910,2021-04-27,decam,ct4m,ct,,object,SN-C2,stacked,dqmask,,2019-11-04,[None]
