updated,md5sum,filesize,original_filename,archive_filename,airmass,ra_range,dec_range,ra,dec,ifilter,seeing,depth,exposure,expnum,obs_night,date_obs,pi_ids,pi,prop_id,release_date,instrument,telescope,site,obs_mode,obs_type,object,proc_type,prod_type,survey,caldat,collections
2020-11-19T13:17:31.977678+0000,30b4c49913244002d034e8476e30acc5,374797440,/data_local/images/DTS/2015B-0602/DECam_00492063.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_004753_osj_i_v1.fits.fz,1.63,"{'gte': 55.337875, 'lte': 55.337875}","{'gte': -39.14013888888889, 'lte': -39.14013888888889}",55.337875,-39.14013888888889,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:46:58.857220+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t15_d3_short,stacked,image1,,2015-11-11,[None]
2020-11-19T07:53:53.508473+0000,6a09321ed38f35b5d9df73e11c4b8167,987840,/data_local/images/DTS/2015B-0602/DECam_00491806.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151111_005628_osd_i_v1.fits.fz,1.64,"{'gte': 54.16629166666666, 'lte': 54.16629166666666}","{'gte': -33.71791666666667, 'lte': -33.71791666666667}",54.16629166666666,-33.71791666666667,i DECam SDSS c0003 7835.0 1470.0,None,,1200.0,0,2015-11-11,2015-11-11T00:50:40.768977+0000,[7313],Munoz,2015B-0602,2017-05-03,decam,ct4m,ct,,object,NGC1399_t2_d9,stacked,dqmask,,2015-11-10,[None]
2020-11-19T00:56:27.792739+0000,6a459b0778ab209795ad6e70bf5513f7,335787840,/data_local/images/DTS/2015B-0602/DECam_00491799.fits.fz,/net/archive/pipeline/Q20151119/DEC15B/20151109/c4d_151111_002220_osw_i_v1.fits.fz,1.86,"{'gte': 52.87783333333332, 'lte': 52.87783333333332}","{'gte': -36.67608333333333, 'lte': -36.67608333333333}",52.87783333333332,-36.67608333333333,i DECam SDSS c0003 7835.0 1470.0,None,,900.0,0,2015-11-11,2015-11-11T00:16:29.781982+0000,[7313],Munoz,2015B-0602,2017-05-03,decam,ct4m,ct,,object,NGC1399_t4_d8,stacked,wtmap,,2015-11-10,[None]
2020-11-18T18:58:52.614321+0000,2cbb49460d8c543a80646d9bd6deb370,374857920,/data_local/images/DTS/2015B-0602/DECam_00492058.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_004440_osi_i_v1.fits.fz,1.61,"{'gte': 52.13054166666666, 'lte': 52.13054166666666}","{'gte': -33.05844444444444, 'lte': -33.05844444444444}",52.13054166666666,-33.05844444444444,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:43:45.958604+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t10_d3_short,stacked,image,,2015-11-11,[None]
2020-11-19T03:44:41.768914+0000,3d7ddb0d6ebe3a7516cfd949e15d2361,1782720,/data_local/images/DTS/2015B-0602/DECam_00491807.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151111_010200_osd_i_v1.fits.fz,1.55,"{'gte': 52.494791666666664, 'lte': 52.494791666666664}","{'gte': -34.86933333333334, 'lte': -34.86933333333334}",52.494791666666664,-34.86933333333334,i DECam SDSS c0003 7835.0 1470.0,None,,600.0,0,2015-11-11,2015-11-11T00:56:09.130523+0000,[7313],Munoz,2015B-0602,2017-05-03,decam,ct4m,ct,,object,NGC1399_t3_d9,stacked,dqmask,,2015-11-10,[None]
2021-06-03T07:16:47.554002+0000,1f9c1427af555fdbbdbf626d5be06d26,7208640,/data_local/images/DTS/2015B-0602/DECam_00492145.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_014319_ose_g_NGFS.fits.fz,1.4,"{'gte': 58.700958333333325, 'lte': 58.700958333333325}","{'gte': -36.97827777777778, 'lte': -36.97827777777778}",58.700958333333325,-36.97827777777778,g DECam SDSS c0001 4720.0 1520.0,None,,55.0,0,2015-11-12,2015-11-12T01:42:20.195253+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t17_d1_short,stacked,expmap,,2015-11-11,[None]
2021-06-27T21:32:06.026728+0000,3d7fd58439155a8319e7f7dff576e77d,9506880,/data_local/images/DTS/2015B-0602/DECam_00492082.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_010022_ose_i_NGFS.fits.fz,1.5,"{'gte': 53.26866666666666, 'lte': 53.26866666666666}","{'gte': -38.48252777777778, 'lte': -38.48252777777778}",53.26866666666666,-38.48252777777778,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:59:26.954606+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t14_d4_short,stacked,expmap,,2015-11-11,[None]
2020-11-19T08:10:44.356545+0000,356760dcb4a46b0348ef0c11d3ee3281,374590080,/data_local/images/DTS/2015B-0602/DECam_00492062.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_004712_osi_i_v1.fits.fz,1.58,"{'gte': 53.268583333333325, 'lte': 53.268583333333325}","{'gte': -38.486333333333334, 'lte': -38.486333333333334}",53.268583333333325,-38.486333333333334,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:46:17.214590+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t14_d3_short,stacked,image,,2015-11-11,[None]
2020-11-19T13:18:02.963827+0000,2d07c985d3bbaeffb07a3f7b9e638b2e,336309120,/data_local/images/DTS/2015B-0602/DECam_00492143.fits.fz,/net/archive/pipeline/Q20151119/DEC15B/20151109/c4d_151112_014150_osw_g_v1.fits.fz,1.34,"{'gte': 55.331833333333336, 'lte': 55.331833333333336}","{'gte': -39.139916666666664, 'lte': -39.139916666666664}",55.331833333333336,-39.139916666666664,g DECam SDSS c0001 4720.0 1520.0,None,,75.0,0,2015-11-12,2015-11-12T01:40:52.733989+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t15_d1_short,stacked,wtmap,,2015-11-11,[None]
2020-11-19T13:17:27.200204+0000,362ba1aacea54472e37de59cb65c0356,369714240,/data_local/images/DTS/2015B-0602/DECam_00491807.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151111_010200_osi_i_v1.fits.fz,1.55,"{'gte': 52.494791666666664, 'lte': 52.494791666666664}","{'gte': -34.86933333333334, 'lte': -34.86933333333334}",52.494791666666664,-34.86933333333334,i DECam SDSS c0003 7835.0 1470.0,None,,600.0,0,2015-11-11,2015-11-11T00:56:09.130523+0000,[7313],Munoz,2015B-0602,2017-05-03,decam,ct4m,ct,,object,NGC1399_t3_d9,stacked,image,,2015-11-10,[None]
2021-06-02T15:17:40.579810+0000,33f373c6d5ebdee5b59e76695ba8bc68,378463680,/data_local/images/DTS/2015B-0602/DECam_00492131.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_013308_osj_g_NGFS.fits.fz,1.34,"{'gte': 52.49683333333333, 'lte': 52.49683333333333}","{'gte': -34.86691666666667, 'lte': -34.86691666666667}",52.49683333333333,-34.86691666666667,g DECam SDSS c0001 4720.0 1520.0,None,,85.0,0,2015-11-12,2015-11-12T01:32:09.884102+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t3_d1_short,stacked,image1,,2015-11-11,[None]
2020-11-19T13:17:57.660439+0000,3585fa61bddff37cbcef71cdab372de9,332902080,/data_local/images/DTS/2015B-0602/DECam_00492067.fits.fz,/net/archive/pipeline/Q20151119/DEC15B/20151109/c4d_151112_005023_osw_i_v1.fits.fz,1.74,"{'gte': 57.92937499999999, 'lte': 57.92937499999999}","{'gte': -33.38130555555556, 'lte': -33.38130555555556}",57.92937499999999,-33.38130555555556,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:49:30.885146+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t19_d3_short,stacked,wtmap,,2015-11-11,[None]
2021-06-27T21:27:53.370859+0000,35839f88618c7aac1c9304f59cc1addb,15693120,/data_local/images/DTS/2015B-0602/DECam_00492039.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_003205_ose_i_NGFS.fits.fz,1.64,"{'gte': 50.443458333333325, 'lte': 50.443458333333325}","{'gte': -34.202333333333335, 'lte': -34.202333333333335}",50.443458333333325,-34.202333333333335,i DECam SDSS c0003 7835.0 1470.0,None,,50.0,0,2015-11-12,2015-11-12T00:31:13.196222+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t11_d2_short,stacked,expmap,,2015-11-11,[None]
2020-11-19T13:18:00.329028+0000,37ae55520551276b6b20312bf11e7767,333858240,/data_local/images/DTS/2015B-0602/DECam_00492052.fits.fz,/net/archive/pipeline/Q20151119/DEC15B/20151109/c4d_151112_004048_osw_i_v1.fits.fz,1.63,"{'gte': 52.88358333333333, 'lte': 52.88358333333333}","{'gte': -36.67366666666666, 'lte': -36.67366666666666}",52.88358333333333,-36.67366666666666,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:39:54.251608+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t4_d3_short,stacked,wtmap,,2015-11-11,[None]
2020-11-19T13:17:21.154317+0000,34d98c5a6bd9ca412ce4dfafee560d70,375088320,/data_local/images/DTS/2015B-0602/DECam_00492066.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_004950_osi_i_v1.fits.fz,1.74,"{'gte': 58.31554166666666, 'lte': 58.31554166666666}","{'gte': -35.18847222222222, 'lte': -35.18847222222222}",58.31554166666666,-35.18847222222222,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:48:51.719167+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t18_d3_short,stacked,image,,2015-11-11,[None]
2021-06-03T08:33:59.528344+0000,3d53beda599217feee8495473bfc5c9f,373057920,/data_local/images/DTS/2015B-0602/DECam_00492142.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_014105_osi_g_NGFS.fits.fz,1.31,"{'gte': 53.27083333333333, 'lte': 53.27083333333333}","{'gte': -38.49391666666667, 'lte': -38.49391666666667}",53.27083333333333,-38.49391666666667,g DECam SDSS c0001 4720.0 1520.0,None,,55.0,0,2015-11-12,2015-11-12T01:40:08.328215+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t14_d1_short,stacked,image,,2015-11-11,[None]
2020-11-19T04:39:31.047443+0000,399238602a949faa9ba48cb0000dc502,786240,/data_local/images/DTS/2015B-0602/DECam_00492036.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_003014_osd_i_v1.fits.fz,1.87,"{'gte': 55.863375, 'lte': 55.863375}","{'gte': -32.56480555555555, 'lte': -32.56480555555555}",55.863375,-32.56480555555555,i DECam SDSS c0003 7835.0 1470.0,None,,50.0,0,2015-11-12,2015-11-12T00:29:20.284841+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t8_d2_short,stacked,dqmask,,2015-11-11,[None]
2020-11-19T07:53:48.708467+0000,2ada0fed3ab4bd49e94c2a17db82e1af,14232960,/data_local/images/DTS/2015B-0602/DECam_00491826.fits.fz,/net/archive/pipeline/Q20151114/DEC15B/20151109/c4d_151111_023106_ose_g_v1.fits.fz,1.22,"{'gte': 56.25516666666666, 'lte': 56.25516666666666}","{'gte': -34.38280555555556, 'lte': -34.38280555555556}",56.25516666666666,-34.38280555555556,g DECam SDSS c0001 4720.0 1520.0,None,,1500.0,0,2015-11-11,2015-11-11T02:25:16.804743+0000,[7313],Munoz,2015B-0602,2017-05-03,decam,ct4m,ct,,object,NGC1399_t7_d11,stacked,expmap,,2015-11-10,[None]
2020-11-19T08:10:44.437706+0000,2a34e275bccd9d4ce35b7c7a2f3da279,5889600,/data_local/images/DTS/2015B-0602/DECam_00492139.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_013854_ose_g_v1.fits.fz,1.29,"{'gte': 50.44379166666666, 'lte': 50.44379166666666}","{'gte': -34.206027777777784, 'lte': -34.206027777777784}",50.44379166666666,-34.206027777777784,g DECam SDSS c0001 4720.0 1520.0,None,,75.0,0,2015-11-12,2015-11-12T01:37:57.241451+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t11_d1_short,stacked,expmap,,2015-11-11,[None]
2021-06-27T21:28:50.111859+0000,36fb1abafdcd0c218d3afb60fae82bca,866880,/data_local/images/DTS/2015B-0602/DECam_00492045.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_003559_osd_i_NGFS.fits.fz,1.86,"{'gte': 58.70104166666666, 'lte': 58.70104166666666}","{'gte': -36.977583333333335, 'lte': -36.977583333333335}",58.70104166666666,-36.977583333333335,i DECam SDSS c0003 7835.0 1470.0,None,,60.0,0,2015-11-12,2015-11-12T00:35:06.289790+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t17_d2_short,stacked,dqmask,,2015-11-11,[None]
2021-06-27T21:29:04.849596+0000,7480a44e4420058d5fc0994b3cd8f368,378112320,/data_local/images/DTS/2015B-0602/DECam_00492051.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_004008_osj_i_NGFS.fits.fz,1.64,"{'gte': 52.50154166666666, 'lte': 52.50154166666666}","{'gte': -34.86402777777778, 'lte': -34.86402777777778}",52.50154166666666,-34.86402777777778,i DECam SDSS c0003 7835.0 1470.0,None,,50.0,0,2015-11-12,2015-11-12T00:39:16.340174+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t3_d3_short,stacked,image1,,2015-11-11,[None]
2020-11-19T13:18:00.053911+0000,39ed94ebb9a78d3246f95e11a456f585,333455040,/data_local/images/DTS/2015B-0602/DECam_00492062.fits.fz,/net/archive/pipeline/Q20151119/DEC15B/20151109/c4d_151112_004712_osw_i_v1.fits.fz,1.58,"{'gte': 53.268583333333325, 'lte': 53.268583333333325}","{'gte': -38.486333333333334, 'lte': -38.486333333333334}",53.268583333333325,-38.486333333333334,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:46:17.214590+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t14_d3_short,stacked,wtmap,,2015-11-11,[None]
2020-11-19T13:17:09.170430+0000,57ea14fc0d9dcc7a61a3ca1212c4ab54,377078400,/data_local/images/DTS/2015B-0602/DECam_00492140.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_013936_osi_g_v1.fits.fz,1.28,"{'gte': 50.77808333333333, 'lte': 50.77808333333333}","{'gte': -36.01463888888889, 'lte': -36.01463888888889}",50.77808333333333,-36.01463888888889,g DECam SDSS c0001 4720.0 1520.0,None,,75.0,0,2015-11-12,2015-11-12T01:38:39.687116+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t12_d1_short,stacked,image,,2015-11-11,[None]
2021-06-03T08:33:51.899599+0000,3a7530a49bd020268deed436f4af1bd6,276258240,/data_local/images/DTS/2015B-0602/DECam_00492135.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_013601_osw_g_NGFS.fits.fz,1.4,"{'gte': 56.25304166666666, 'lte': 56.25304166666666}","{'gte': -34.376444444444445, 'lte': -34.376444444444445}",56.25304166666666,-34.376444444444445,g DECam SDSS c0001 4720.0 1520.0,None,,85.0,0,2015-11-12,2015-11-12T01:35:02.634071+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t7_d1_short,stacked,wtmap,,2015-11-11,[None]
2021-06-03T08:33:52.204289+0000,405df724c4b36a44120edad778d96f14,375580800,/data_local/images/DTS/2015B-0602/DECam_00492136.fits.fz,/net/archive/pipe/20151111/ct4m/2015B-0602/c4d_151112_013644_osj_g_NGFS.fits.fz,1.39,"{'gte': 55.86833333333333, 'lte': 55.86833333333333}","{'gte': -32.56444444444444, 'lte': -32.56444444444444}",55.86833333333333,-32.56444444444444,g DECam SDSS c0001 4720.0 1520.0,None,,55.0,0,2015-11-12,2015-11-12T01:35:44.998665+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t8_d1_short,stacked,image1,,2015-11-11,[None]
2020-11-19T13:17:22.762342+0000,3bac453f96deb2e794e52f2399734aa0,5420160,/data_local/images/DTS/2015B-0602/DECam_00492057.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_004359_ose_i_v1.fits.fz,1.68,"{'gte': 53.81325, 'lte': 53.81325}","{'gte': -31.90747222222222, 'lte': -31.90747222222222}",53.81325,-31.90747222222222,i DECam SDSS c0003 7835.0 1470.0,None,,40.0,0,2015-11-12,2015-11-12T00:43:07.010223+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t9_d3_short,stacked,expmap,,2015-11-11,[None]
2020-11-19T13:18:05.897269+0000,3bd955b7ea445ea7e8cfaf3a411c427b,335306880,/data_local/images/DTS/2015B-0602/DECam_00492135.fits.fz,/net/archive/pipeline/Q20151119/DEC15B/20151109/c4d_151112_013601_osw_g_v1.fits.fz,1.4,"{'gte': 56.25304166666666, 'lte': 56.25304166666666}","{'gte': -34.376444444444445, 'lte': -34.376444444444445}",56.25304166666666,-34.376444444444445,g DECam SDSS c0001 4720.0 1520.0,None,,75.0,0,2015-11-12,2015-11-12T01:35:02.634071+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t7_d1_short,stacked,wtmap,,2015-11-11,[None]
2020-11-19T13:18:05.891908+0000,3c478a8f8c49907d950813b2f106fe2a,336539520,/data_local/images/DTS/2015B-0602/DECam_00492142.fits.fz,/net/archive/pipeline/Q20151119/DEC15B/20151109/c4d_151112_014105_osw_g_v1.fits.fz,1.31,"{'gte': 53.26283333333332, 'lte': 53.26283333333332}","{'gte': -38.487027777777776, 'lte': -38.487027777777776}",53.26283333333332,-38.487027777777776,g DECam SDSS c0001 4720.0 1520.0,None,,75.0,0,2015-11-12,2015-11-12T01:40:08.328215+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t14_d1_short,stacked,wtmap,,2015-11-11,[None]
2020-11-19T03:44:41.245208+0000,3c1242cf15d736d4a38e4fc0be95f821,376997760,/data_local/images/DTS/2015B-0602/DECam_00492138.fits.fz,/net/archive/pipeline/Q20151115/DEC15B/20151109/c4d_151112_013811_osi_g_v1.fits.fz,1.32,"{'gte': 52.126875, 'lte': 52.126875}","{'gte': -33.059083333333334, 'lte': -33.059083333333334}",52.126875,-33.059083333333334,g DECam SDSS c0001 4720.0 1520.0,None,,75.0,0,2015-11-12,2015-11-12T01:37:15.054087+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t10_d1_short,stacked,image,,2015-11-11,[None]
2020-11-19T13:17:48.179452+0000,3cd8341ab71c55d949c2fbcccc45d305,372107520,/data_local/images/DTS/2015B-0602/DECam_00491799.fits.fz,/net/archive/pipeline/Q20151116/DEC15B/20151109/c4d_151111_002220_osj_i_v1.fits.fz,1.86,"{'gte': 52.87783333333332, 'lte': 52.87783333333332}","{'gte': -36.67608333333333, 'lte': -36.67608333333333}",52.87783333333332,-36.67608333333333,i DECam SDSS c0003 7835.0 1470.0,None,,900.0,0,2015-11-11,2015-11-11T00:16:29.781982+0000,[7313],Munoz,2015B-0602,2017-05-03,decam,ct4m,ct,,object,NGC1399_t4_d8,stacked,image1,,2015-11-10,[None]
2020-11-18T18:58:52.842231+0000,3ea97233b1d872f80635d27b53dd8631,5823360,/data_local/images/DTS/2015B-0602/DECam_00492145.fits.fz,/net/archive/pipeline/Q20151114/DEC15B/20151109/c4d_151112_014319_ose_g_v1.fits.fz,1.4,"{'gte': 58.70291666666665, 'lte': 58.70291666666665}","{'gte': -36.97827777777778, 'lte': -36.97827777777778}",58.70291666666665,-36.97827777777778,g DECam SDSS c0001 4720.0 1520.0,None,,75.0,0,2015-11-12,2015-11-12T01:42:20.195253+0000,[7313],Munoz,2015B-0602,2017-05-04,decam,ct4m,ct,,object,NGC1399_t17_d1_short,stacked,expmap,,2015-11-11,[None]
