ra,dec,name,color,radius
55.049339,-18.580044,Field1,blue,3960.0000000000005
54.624471,-23.027472,Field2,blue,3960.0000000000005
51.571778,-21.335166,Field3,blue,3960.0000000000005
56.208088,-21.91065,Field4,blue,3960.0000000000005
53.810654,-20.373759,Field5,blue,3960.0000000000005
