ra,dec,name,color,radius
157.49788043014,-35.32671434719,gal,red,5.0
157.5027051,-35.3254485,gal,red,5.0
157.48845,-35.32456,gal,red,5.0
157.49715,-35.31444,gal,red,5.0
157.50345,-35.33891,gal,red,5.0
157.5065827,-35.3379782,gal,red,5.0
157.51245,-35.31945,gal,red,5.0
157.5134037,-35.3365472,gal,red,5.0
157.4849,-35.3415,gal,red,5.0
157.4767858,-35.320746,gal,red,5.0
157.5195,-35.33413,gal,red,5.0
157.4787,-35.31251,gal,red,5.0
157.51815,-35.34099,gal,red,5.0
157.49794617062,-35.30338104107,gal,red,5.0
157.4691,-35.32237,gal,red,5.0
157.521113,-35.3422117,gal,red,5.0
157.50795,-35.34982,gal,red,5.0
157.4946,-35.35135,gal,red,5.0
157.50765,-35.356,gal,red,5.0
157.525294430877,-35.3061047752761,gal,red,5.0
157.52265,-35.35434,gal,red,5.0
157.465454,-35.348873,gal,red,5.0
157.5318,-35.34762,gal,red,5.0
157.47675,-35.29652,gal,red,5.0
157.53471626897,-35.30789456042,gal,red,5.0
157.4525516,-35.3223465,gal,red,5.0
157.54095,-35.29938,gal,red,5.0
157.4556,-35.29448,gal,red,5.0
157.53285,-35.28004,gal,red,5.0
157.51755,-35.27168,gal,red,5.0
157.5339,-35.37792,gal,red,5.0
157.4212,-35.3258,gal,red,5.0
157.524825480731,-35.3906844851934,gal,red,5.0
157.4221504,-35.2901941,gal,red,5.0
157.4955,-35.40223,gal,red,5.0
157.51,-35.40777777778,gal,red,5.0
157.6104776,-35.3594903,gal,red,5.0
157.4517379,-35.4187784,gal,red,5.0
157.5573477,-35.416073,gal,red,5.0
157.4876684,-35.2243981,gal,red,5.0
157.608121,-35.394039,gal,red,5.0
157.6280753,-35.384741,gal,red,5.0
157.6406112,-35.3865376,gal,red,5.0
157.6064168,-35.2213717,gal,red,5.0
157.633691,-35.2437804,gal,red,5.0
157.59,-35.20388888889,gal,red,5.0
157.62705,-35.21739,gal,red,5.0
157.687783865252,-35.3590629586456,gal,red,5.0
157.63875,-35.44405555556,gal,red,5.0
157.4636675,-35.164077,gal,red,5.0
157.5958529,-35.1726905,gal,red,5.0
157.4291545,-35.4967697,gal,red,5.0
157.65625,-35.45244444444,gal,red,5.0
157.311751965731,-35.4314404995267,gal,red,5.0
157.5892169,-35.5180706,gal,red,5.0
157.5875,-35.5305555555556,gal,red,5.0
157.6522163,-35.5133529,gal,red,5.0
157.221293,-35.319214,gal,red,5.0
157.6055119,-35.5634426,gal,red,5.0
157.58083333333,-35.58,gal,red,5.0
157.69791666667,-35.53944444444,gal,red,5.0
157.5867394,-35.5918848,gal,red,5.0
157.2108829,-35.1595299,gal,red,5.0
157.1705089,-35.2096218,gal,red,5.0
157.32958333333,-35.585,gal,red,5.0
157.779166666667,-35.5188888888889,gal,red,5.0
157.6216597,-35.6105955,gal,red,5.0
157.627129,-35.61273,gal,red,5.0
157.850905,-35.2205181,gal,red,5.0
157.25875,-35.56777777778,gal,red,5.0
157.1221431,-35.2528081,gal,red,5.0
157.5917036,-35.6349428,gal,red,5.0
157.1424767,-35.4611306,gal,red,5.0
157.2463788,-35.5732028,gal,red,5.0
157.2766573,-35.5950903,gal,red,5.0
157.24541666667,-35.57916666667,gal,red,5.0
157.1126397,-35.2400381,gal,red,5.0
157.24083333333,-35.57916666667,gal,red,5.0
157.1820729,-35.1235892,gal,red,5.0
157.5875,-35.6472222222222,gal,red,5.0
157.2449259,-35.5932833,gal,red,5.0
157.23583333333,-35.59416666667,gal,red,5.0
157.22083333333,-35.59277777778,gal,red,5.0
157.18791666667,-35.57777777778,gal,red,5.0
157.2231539,-35.6055219,gal,red,5.0
157.24,-35.62305555556,gal,red,5.0
157.0798806,-35.4545658,gal,red,5.0
157.6945479,-35.6553752,gal,red,5.0
157.3,-35.65777777778,gal,red,5.0
157.298218,-35.657894,gal,red,5.0
157.24916666667,-35.63638888889,gal,red,5.0
157.205,-35.62166666667,gal,red,5.0
157.75,-35.0075,gal,red,5.0
157.4406647,-35.705791,gal,red,5.0
157.0998298,-35.5296339,gal,red,5.0
157.890446838219,-35.5379243585708,gal,red,5.0
157.2960549,-35.6876397,gal,red,5.0
157.312892054447,-35.694848939911,gal,red,5.0
157.9674532,-35.204987,gal,red,5.0
157.9822009,-35.4097321,gal,red,5.0
157.06695,-35.53384,gal,red,5.0
157.0131554,-35.4420752,gal,red,5.0
157.1963267,-35.6581481,gal,red,5.0
157.4644872,-34.9116539,gal,red,5.0
157.9935948,-35.198363,gal,red,5.0
157.03375,-35.56583333333,gal,red,5.0
157.131664193904,-35.6769099653063,gal,red,5.0
158.0603149,-35.2594043,gal,red,5.0
157.0280002,-35.5906931,gal,red,5.0
157.1330605,-35.7051284,gal,red,5.0
157.0343028,-35.6401196,gal,red,5.0
157.0824705,-35.7106592,gal,red,5.0
157.4856043,-34.7943777,gal,red,5.0
156.835113,-35.2741832,gal,red,5.0
157.0801362,-35.7585333,gal,red,5.0
157.98811120232,-34.89595694779,gal,red,5.0
158.1037736,-34.9982491,gal,red,5.0
157.967011,-34.853686,gal,red,5.0
156.9891701,-35.8217081,gal,red,5.0
157.71003,-35.977016,gal,red,5.0
157.7636363,-34.6717765,gal,red,5.0
158.2481321,-34.8861742,gal,red,5.0
157.535455,-36.1046885,gal,red,5.0
158.0353387,-34.6748442,gal,red,5.0
157.7484477,-34.5629492,gal,red,5.0
156.5497001,-35.1479739,gal,red,5.0
157.9507945,-36.0315582,gal,red,5.0
158.0529945,-34.6734123,gal,red,5.0
158.5031045,-35.282357,gal,red,5.0
156.5925475,-34.9635625,gal,red,5.0
156.8876309,-35.9862957,gal,red,5.0
158.5308927,-35.323315,gal,red,5.0
158.0002164,-34.5102734,gal,red,5.0
156.946478392365,-34.5314862392265,gal,red,5.0
158.0552157,-34.5326333,gal,red,5.0
157.5814186,-34.404791,gal,red,5.0
156.7117708,-34.6459694,gal,red,5.0
157.760173113505,-34.4028121931374,gal,red,5.0
158.0400732,-34.4630833,gal,red,5.0
158.6876435,-35.470611,gal,red,5.0
