Name,ra_literature,dec_literature,radvel,ls_id,ref_id,ra,dec,mjd_min,mjd_max,glon,glat,elon,elat,random_id,brickid,objid,maskbits,ra_ivar,dec_ivar,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,ebv,pmra,pmdec,parallax,pmra_ivar,pmdec_ivar,parallax_ivar,ref_epoch,gaia_phot_g_mean_mag,gaia_phot_g_mean_flux_over_error,gaia_phot_g_n_obs,gaia_phot_bp_mean_mag,gaia_phot_bp_mean_flux_over_error,gaia_phot_rp_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_weight_al,gaia_a_g_val,gaia_e_bp_min_rp_val,gaia_phot_bp_rp_excess_factor,gaia_astrometric_sigma5d_max,flux_g,flux_r,flux_i,flux_z,flux_w1,flux_w2,flux_w3,flux_w4,flux_ivar_g,flux_ivar_r,flux_ivar_i,flux_ivar_z,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,fiberflux_g,fiberflux_r,fiberflux_i,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_i,fibertotflux_z,mw_transmission_g,mw_transmission_r,mw_transmission_i,mw_transmission_z,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,rchisq_g,rchisq_r,rchisq_i,rchisq_z,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,fracflux_g,fracflux_r,fracflux_i,fracflux_z,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracmasked_g,fracmasked_r,fracmasked_i,fracmasked_z,fracin_g,fracin_r,fracin_i,fracin_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,psfdepth_g,psfdepth_r,psfdepth_i,psfdepth_z,galdepth_g,galdepth_r,galdepth_i,galdepth_z,nea_g,nea_r,nea_i,nea_z,blob_nea_g,blob_nea_r,blob_nea_i,blob_nea_z,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,wise_x,wise_y,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,htm9,ring256,nest4096,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,dered_flux_g,dered_flux_r,dered_flux_i,dered_flux_z,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_mag_g,dered_mag_r,dered_mag_i,dered_mag_z,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,snr_g,snr_r,snr_i,snr_z,snr_w1,snr_w2,snr_w3,snr_w4,g_r,r_i,r_z,i_z,z_w1,w1_w2,w2_w3,w3_w4,release,brick_primary,fitbits,gaia_phot_bp_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,gaia_astrometric_n_obs_al,gaia_astrometric_n_good_obs_al,gaia_duplicated_source,gaia_astrometric_params_solved,nobs_g,nobs_r,nobs_i,nobs_z,nobs_w1,nobs_w2,nobs_w3,nobs_w4,ngood_g,ngood_r,ngood_i,ngood_z,anymask_g,anymask_r,anymask_i,anymask_z,allmask_g,allmask_r,allmask_i,allmask_z,wisemask_w1,wisemask_w2,brickname,type,ref_cat,wise_coadd_id
PGC075108,63.670536726536994,-58.13195351947724,1242.0,10995168322791662,1137601,63.6704782743549,-58.13196188527227,56605.3441627026,58455.24193796074,268.8019370875801,-43.16967107306155,22.36005474122826,-75.33256728034247,80.516144,49634,10478,4096,9.832722E12,2.618685E13,876.9378,3420.5305,0.0,0.0,0.0,0.0,0.0,0.02677354,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,282.4666,437.59488,525.4022,544.2338,272.16437,156.91826,145.01192,1615.2347,55.406387,34.701626,7.2237725,4.6352935,1.0102282,0.41817573,0.0021475928,9.168059E-6,11.259543,17.443188,20.943321,21.693977,11.263087,17.449953,20.952362,21.70472,0.9238042,0.9480126,0.9615029,0.970579,0.99547297,0.99721736,0.99940586,0.99977565,6.701941,7.8756576,6.7531743,3.2810268,2.8489487,0.46574903,0.5572747,0.050343603,0.0031701622,0.004594702,0.005551989,0.007178301,0.06974862,0.066628136,0.32978407,0.8356691,0.0048750793,0.013000446,0.022020297,2.2588036E-4,0.6884187,0.7364792,0.623386,0.68728995,1.3105348,1.1478751,1.2362777,1.1055624,6842.831,4579.9746,523.6947,335.49976,3967.3118,2393.9028,287.00583,165.8706,165.39693,165.11006,160.17455,165.67427,178.62183,172.45848,161.54164,168.67697,17.27759,3.263308,0.0049129482,5.7237234E-5,84.40203,260.15744,1.3574226,1261437.4,5.857499,1103196.4,-0.26071882,2.7841926E7,-0.053091973,1.5313457E7,2184464,727041,136268146,16.372581,15.89732,15.698771,15.660536,16.412922,17.010817,17.09649,14.479411,305.7646,461.59186,546.43854,560.7311,273.40207,157.35612,145.09813,1615.5972,16.286531,15.839355,15.656147,15.628114,16.407995,17.007792,17.095846,14.479167,2102.5535,2577.7876,1412.1276,1171.7208,273.5527,101.47356,6.720161,4.8907375,0.4752617,0.19854927,0.23678398,0.03823471,-0.7523861,-0.59789467,-0.085674286,2.6170797,10000,1,528,0,0,0,0,0,0,0,10,9,4,8,622,624,54,54,10,9,4,8,0,0,0,0,0,0,0,0,0,0,0635m582,SER,L3,0636m576
NGC1549,63.93797043296642,-55.59222428383444,1202.0,10995177421283476,1316993,63.93797397699787,-55.59223046776231,56610.25258842258,58507.12813738074,265.4052610656573,-43.80144780306981,28.98894727680851,-73.51147944495223,47.257824,58311,8340,53656,9.6113885E14,1.2802308E15,1334.2136,532.0093,0.0,0.0,0.0,0.0,0.0,0.012295327,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,86670.8,175878.17,241305.08,295685.34,37226.074,40727.04,46210.543,31524.096,0.19476365,0.12000702,0.035505395,0.0358185,0.007694903,0.0029801575,2.1224169E-4,1.5191841E-6,739.31647,1500.2704,2058.3728,2522.2458,739.31647,1500.2704,2058.3728,2522.2458,0.9642577,0.9757807,0.9821331,0.98637974,0.9979185,0.9987212,0.99972713,0.99989694,274.8604,182.67273,110.52229,102.91698,73459.2,10016.556,41.27615,0.56005764,0.04941363,0.05024799,0.02756952,0.024752084,0.061893366,0.06691741,0.038204506,0.09967289,0.010038635,0.046387073,0.05785579,0.08058302,0.3173874,0.3216136,0.41040266,0.35486096,1.2943012,1.1350366,1.159534,1.1395065,4453.783,181.63544,0.0,0.0,2556.798,102.73629,0.0,0.0,4546.85,3916.1,4030.5618,4072.7112,5079.367,213.90811,0.0,0.0,17.298758,3.3139787,0.006167081,7.18608E-5,127.79333,51.37864,3.3895493,1.5800792E8,42.907627,6374962.0,-0.015584574,1.2862009E10,-0.058887776,1.6668088E10,2186008,717743,139077594,10.155318,9.3869705,9.043584,8.822926,11.072882,10.975293,10.838147,11.253393,89883.44,180243.55,245694.89,299768.25,37303.723,40779.188,46223.156,31527.346,10.115801,9.360351,9.02401,8.808036,11.07062,10.973904,10.837851,11.253282,38249.586,60927.77,45468.816,55960.746,3265.4934,2223.3225,673.2191,38.855083,0.76834774,0.34338665,0.56404495,0.2206583,-2.2499561,0.09758854,0.137146,-0.415246,10000,1,528,0,0,0,0,0,0,0,7,9,5,10,619,628,74,74,7,1,0,0,0,2,2,2,0,0,2,2,1,0,0638m555,SER,L3,0639m561
NGC1553,64.04373051710596,-55.78003310009107,1201.0,10995176566696574,1145737,64.04369321974897,-55.78001839709658,56602.35457260258,58507.12813738074,265.6312771432184,-43.69118868973688,28.74384100059869,-73.69594940166715,4.6980882,57496,10878,54232,1.0373479E15,7.602981E14,740.4089,1385.986,0.0,0.0,0.0,0.0,0.0,0.014837363,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,121040.09,247772.14,343493.28,424376.9,62945.707,36346.473,85568.16,81528.4,0.18743753,0.096371256,0.032478843,0.02894258,0.005374788,0.0027553842,1.9631085E-4,1.5157957E-6,408.77716,836.77716,1160.047,1433.2076,408.7772,836.7772,1160.0471,1433.2078,0.957029,0.97084713,0.97847915,0.983587,0.9974887,0.99845695,0.9996707,0.99987566,200.72011,289.64935,233.67314,228.29062,88522.914,17784.104,310.01956,7.4200172,0.025667474,0.027491685,0.024060857,0.015352963,0.11105076,0.08945903,0.042502962,0.14094652,0.0062627415,0.021109272,0.028916745,0.045539536,0.3752693,0.3479034,0.3069379,0.32753015,1.3618501,1.1496079,1.1717016,1.1276281,4357.441,0.0,0.0,0.0,2603.1775,0.0,0.0,0.0,6614.9775,6641.2393,6338.1455,6537.309,6975.922,0.0,0.0,0.0,17.323305,3.3489604,0.006257204,7.290444E-5,71.74471,132.54729,2.2200606,4.8715485E8,44.50986,2.4982666E7,0.10931467,2.9400138E10,-0.19094516,3.448788E10,2185910,717743,139077402,9.792677,9.014869,8.660204,8.43062,10.502584,11.098845,10.16922,10.221727,126474.84,255212.31,351048.12,431458.4,63104.184,36402.645,85596.34,81538.54,9.744989,8.982746,8.636583,8.412653,10.499855,11.097168,10.168862,10.221593,52403.168,76917.69,61903.973,72197.2,4614.7354,1907.8901,1198.9038,100.37585,0.7778082,0.3546648,0.58424854,0.22958374,-2.0719643,-0.5962601,0.92962456,-0.0525074,10000,1,528,0,0,0,0,0,0,0,8,7,4,7,607,612,69,70,8,0,0,0,0,2,2,2,0,2,2,2,97,1,0639m557,SER,L3,0639m561
IC2058,64.47709554956128,-55.93161076338205,1397.0,10995175719444861,347982,64.476942090469,-55.93176900701678,56602.35457260258,58454.31598354075,265.7379724314088,-43.41517903769552,29.09070457753748,-73.96582188373469,7.7787614,56688,8573,4096,4.7628998E13,5.932762E12,1062.469,2736.5154,0.0,0.0,0.0,0.0,0.0,0.016095586,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,3583.255,6007.431,7688.5376,8793.646,4167.19,2589.9502,5759.1313,-4133.586,3.4117064,2.4234304,0.53931427,0.25983673,0.066868596,0.030770825,4.1206478E-4,2.7567817E-6,5.177554,8.680321,11.109403,12.706208,5.3177123,8.914326,11.439698,13.119459,0.95347106,0.96841437,0.97667557,0.9822076,0.997276,0.99832624,0.9996428,0.9998651,8.989915,13.370083,7.912645,4.6182227,106.24012,18.292234,4.160136,0.1615384,0.10876047,0.08515921,0.08635316,0.080249555,0.52426755,0.522586,1.1166887,5.576998,0.005405756,0.005976966,0.009457674,0.007565632,0.60869277,0.65914625,0.6650692,0.5677766,1.3656492,1.1383994,1.1497234,1.0929263,4366.6094,4343.319,650.142,298.171,2605.3115,2262.306,337.2105,147.17926,518.5595,540.6028,573.57935,230.06621,0.0,0.0,0.0,0.0,17.297962,3.3397436,0.0063500297,7.396323E-5,103.15971,261.69037,0.63283384,5.0168004E7,50.210175,1566552.6,0.622147,2.7277896E9,0.46772668,2.1593162E9,2185905,718483,139076931,13.614305,13.053278,12.785391,12.639578,13.450392,13.966771,13.099108,,3758.116,6203.3687,7872.151,8952.94,4178.5723,2594.2925,5761.1895,-4134.1436,13.562574,13.018431,12.759767,12.620086,13.447431,13.964952,13.09872,,6618.56,9351.991,5646.3096,4482.4893,1077.592,454.3191,116.90679,-6.8632236,0.5610275,0.26788712,0.4137001,0.14581299,-0.8108139,-0.51637936,0.8676634,,10000,1,528,0,0,0,0,0,0,0,8,8,5,7,618,624,71,72,8,8,5,7,0,0,0,0,0,0,0,0,0,0,0643m560,SER,L3,0639m561
2MASXJ04180709-5555503,64.53066425269685,-55.93015154077487,1369.0,10995175719446300,618732,64.5306228848124,-55.93018469559954,56602.35457260258,58454.31598354075,265.7243683279198,-43.38673422286953,29.17971023469778,-73.98323039267126,50.513165,56688,10012,4096,1.1919683E13,5.209923E12,649.2339,2757.5522,0.0,0.0,0.0,0.0,0.0,0.016048634,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,416.03293,623.74176,752.77405,787.6601,422.77164,256.3326,304.83316,1926.4905,24.504091,19.250183,5.1072206,2.0549073,0.71921617,0.30355236,0.0022767652,1.0844437E-5,8.079093,12.112665,14.618389,15.295854,8.087954,12.12964,14.639154,15.318303,0.95360357,0.968505,0.9767428,0.98225904,0.99728394,0.9983311,0.99964386,0.9998655,4.6872935,4.5480046,3.1921723,1.6598768,25.2127,5.096759,0.6283574,0.08681096,0.0065650214,0.0074277776,0.0073985527,0.00862699,0.020192752,0.046729647,0.1888159,0.83693856,0.0058664475,0.010142707,0.0041623223,0.0057614,0.8162664,0.7606369,0.88618624,0.69624484,1.355897,1.1210419,1.1497234,1.0768948,3681.2014,3729.214,650.142,259.72437,2183.808,1915.676,337.2105,126.59389,287.6463,276.2762,280.13275,280.04257,294.24066,282.1384,285.43945,289.99457,17.297962,3.3397436,0.0063500297,7.396323E-5,63.778244,263.47714,0.98451656,2341117.2,7.4024153,886327.6,0.21818107,3.6245656E7,0.12198725,2.4325464E7,2185905,719219,139071471,15.952181,15.512488,15.308338,15.259153,15.934735,16.477991,16.289845,14.288083,436.2745,644.0253,770.6983,801.88635,423.92303,256.7611,304.94177,1926.7496,15.9006,15.477742,15.282789,15.239717,15.931783,16.476177,16.289457,14.287937,2059.43,2736.669,1701.2062,1129.1067,358.5383,141.22795,14.545255,6.3441052,0.4396925,0.2041502,0.253335,0.0491848,-0.67558193,-0.5432558,0.18814659,2.0017614,10000,1,528,0,0,0,0,0,0,0,7,7,5,6,634,635,69,70,7,7,5,6,0,0,0,0,0,0,0,0,0,0,0643m560,SER,L3,0639m561
ESO118-019,64.74813153575634,-58.25746451977266,1239.0,10995168325927646,853521,64.74799487023363,-58.25734421985842,56605.3441627026,58455.24331105073,268.7187777600538,-42.59131346488071,23.65022891022216,-75.81727884810925,4.8329697,49637,734,4096,2.8664301E13,2.5121822E13,3336.6218,1696.1614,0.0,0.0,0.0,0.0,0.0,0.021475896,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1281.3923,2970.723,4402.7036,5685.141,3439.6973,2391.938,19599.145,103750.47,8.739136,3.7715757,1.181013,0.60347563,0.10945535,0.04835936,5.579997E-4,3.511202E-6,11.030554,25.572744,37.8996,48.93915,11.036061,25.580656,37.908035,48.94548,0.9384056,0.95808023,0.9690008,0.976331,0.9963671,0.9977673,0.9995234,0.99982,29.529613,35.06652,24.210152,22.514812,1632.6383,381.72134,245.7793,14.025346,0.013093718,0.0099874195,0.007065656,0.005927343,0.055282746,0.084842086,0.24441977,0.61943,0.018657647,0.022353772,0.013049191,0.01725296,0.74593186,0.7083265,0.80948776,0.7680575,1.3306276,1.1243868,1.1436629,1.1962585,6310.1606,4205.2188,921.2583,349.60284,3703.0623,2170.2231,472.35324,185.03157,1249.9825,1185.8779,1221.5013,1196.2926,1313.9915,1340.3776,1325.8058,1339.4941,17.977106,3.3626583,0.0046399576,5.40305E-5,296.19318,90.301605,1.6996481,1.8281048E7,16.745337,331346.88,0.04735152,8.770376E7,0.20521826,1.710429E8,2184469,727043,136267027,14.730795,13.817844,13.390701,13.113147,13.658699,14.053125,11.769407,9.960025,1365.4995,3100.7036,4543.55,5822.965,3452.239,2397.2903,19608.49,103769.15,14.661771,13.771349,13.356512,13.087139,13.654748,14.050698,11.768889,9.959829,3788.0557,5769.3057,4784.613,4416.4277,1137.9907,526.0054,462.97134,194.40973,0.9129505,0.4271431,0.7046976,0.2775545,-0.54555225,-0.39442635,2.283718,1.8093824,10000,1,528,0,0,0,0,0,0,0,9,8,6,9,642,645,49,49,9,8,6,9,0,0,0,0,0,0,0,0,0,0,0649m582,SER,L3,0636m576
NGC1566,65.00184751156341,-54.93758756328032,1504.0,10995179149337353,83542,65.0019377770944,-54.93791329683209,56577.3267889526,58507.12813738074,264.3102181247172,-43.3931350360068,32.06778019797361,-73.35321608030166,5.7104402,59959,8969,53724,7.987824E14,5.8970995E14,547.8888,2651.1824,0.0,0.0,0.0,0.0,0.0,0.009086905,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,86637.66,161486.62,218454.12,264518.06,12702.485,30967.91,458839.53,1004305.2,0.1695149,0.0845779,0.021482928,0.024658108,0.007455771,0.0025011755,9.188824E-5,7.161887E-7,483.24347,900.73254,1218.4832,1475.4165,483.24924,900.7375,1218.4886,1475.4205,0.9734595,0.9820435,0.9867644,0.9899159,0.99846125,0.99905473,0.9997983,0.9999238,176.2499,118.93925,101.80137,122.80213,31394.328,7084.602,3736.8528,195.55424,0.10887774,0.08920219,0.14951566,0.08613642,2.797021,0.60287577,0.25919545,0.32073054,0.019151473,0.036617517,0.0469941,0.04190805,0.24036178,0.2584255,0.2158555,0.22679912,1.3144792,1.110663,1.0357872,1.1309717,3595.0486,0.0,0.0,0.0,2137.9866,0.0,0.0,0.0,12060.365,11992.359,0.0,12334.217,0.0,0.0,0.0,0.0,18.008633,3.3494272,0.005989264,6.976195E-5,54.595318,253.0279,3.2470834,1.7876685E8,75.78598,6.936995E8,0.14064805,1.0982082E10,-0.021583684,7.2257633E9,2186220,714748,139092030,10.155733,9.479659,9.151599,8.943862,12.240278,11.27272,8.345848,7.4953356,88999.76,164439.38,221384.28,267212.66,12722.062,30997.21,458932.1,1004381.8,10.126528,9.459986,9.137133,8.9328575,12.238606,11.271693,8.345629,7.495253,35670.617,46963.992,32018.943,41537.008,1096.8191,1548.7595,4398.3604,849.9228,0.676074,0.32806015,0.5357971,0.20773697,-3.2964163,0.9675579,2.9268723,0.8505125,10000,1,528,0,0,0,0,0,0,0,9,8,4,8,641,643,69,70,6,0,0,0,66,2,2,2,0,2,2,2,1,0,0648m550,SER,L3,0638m546
NGC1574,65.4947908694959,-56.974555571421966,1041.0,10995172379725239,323550,65.49479139994399,-56.9745637983426,56602.35457260258,58454.31739568074,266.8937129624971,-42.58491734643405,28.25461898834743,-75.1295138418716,38.591068,53503,3511,53720,2.1895777E15,2.3601014E15,2275.6636,2148.7834,0.0,0.0,0.0,0.0,0.0,0.016295455,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,54167.258,111921.2,156148.97,193850.72,61191.324,47556.586,42409.457,36154.832,0.37894285,0.16755742,0.041395083,0.036087308,0.00714921,0.003369269,4.8421352E-4,2.9166108E-6,1350.653,2790.7393,3893.5527,4833.6406,1350.6531,2790.7395,3893.5527,4833.6406,0.9529071,0.9680285,0.9763894,0.98198867,0.9972422,0.99830544,0.9996384,0.99986345,1949.8191,97.152596,94.2738,112.71712,62351.406,6087.813,138.13545,2.1582124,0.09788912,0.02938007,0.03728083,0.031996027,0.038019214,0.023197895,0.040999647,0.139659,0.023258638,0.09809543,0.13680547,0.13610408,0.39068273,0.4249054,0.3445001,0.37434378,1.390211,1.1576642,1.132661,1.1253117,3767.955,0.0,0.0,0.0,2268.9531,0.0,0.0,0.0,1232.3022,1133.2725,1090.3075,1123.7103,1198.7677,0.0,0.0,0.0,18.245193,3.498242,0.006898544,8.03014E-5,219.07324,206.47894,4.9732585,3.1715806E7,29.304825,1535924.0,0.032442946,8.917067E9,-0.018784415,7.545369E9,2185767,722837,139067845,10.665658,9.877719,9.516152,9.281331,10.533276,10.806973,10.931343,11.104584,56844.22,115617.66,159924.89,197406.27,61360.543,47637.31,42424.797,36159.77,10.613284,9.84244,9.49021,9.261598,10.530277,10.805132,10.93095,11.104436,33344.46,45813.574,31769.729,36825.16,5173.91,2760.4412,933.21387,61.74554,0.7879391,0.36156654,0.59638786,0.23482132,-1.2519445,-0.27369785,-0.12436962,-0.17324066,10000,1,528,0,0,0,0,0,0,0,9,8,4,7,647,650,79,79,8,0,0,0,0,2,2,2,0,2,2,2,1,0,0655m570,SER,L3,0664m576
APMBGC157+016+068,65.7152653300779,-56.2272153196429,1345.0,10995174878486697,982493,65.71547397072597,-56.22732993670925,56627.3265006226,58454.31739568074,265.8712930315286,-42.66983821992451,30.42097236189858,-74.62570085615984,5.1173887,55886,8361,4096,1.2962982E11,3.6099572E11,894.67316,2110.2195,0.0,0.0,0.0,0.0,0.0,0.018911684,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,340.05435,456.65973,537.07135,531.2536,166.23383,83.08708,-34.57087,-181.8905,8.622721,4.620404,1.2205766,0.5505886,0.6270141,0.17139257,9.988955E-4,6.439787E-6,1.1814513,1.5865736,1.8659478,1.8457352,1.1815913,1.5867527,1.8661585,1.8459339,0.94555575,0.96299154,0.972651,0.97912735,0.9968002,0.99803364,0.9995803,0.9998415,1.2290927,1.186821,1.1170689,1.0188522,1.8310342,0.51981103,0.67986095,0.090171665,0.055140976,0.049342647,0.05060946,0.055691253,0.24454224,0.36939022,5.132539,6.036801,0.033204235,0.051224127,0.026908863,0.028793477,0.6868679,0.72931635,0.8159161,0.76052594,1.3320628,1.1211823,1.1643245,1.1158068,3382.1602,2151.5757,537.95374,257.8564,1965.5188,1057.4658,280.06052,129.237,1205.6525,1230.4048,1226.4679,1255.5767,1286.2576,1122.515,1287.5703,1292.7675,18.232649,3.4410949,0.0065373727,7.608256E-5,88.0825,205.2194,0.6870237,663064.75,17.167208,10374.424,-0.26082298,5424963.5,-0.24083827,5004147.5,2185970,719952,139072093,16.17113,15.851018,15.67492,15.686746,16.948202,17.701166,,,359.63437,474.2095,552.1727,542.5787,166.76746,83.250786,-34.585384,-181.91934,16.110348,15.810075,15.644813,15.663843,16.944721,17.69903,,,998.5516,981.59576,593.35486,394.19897,131.63097,34.39771,-1.092623,-0.4615787,0.32011127,0.17609787,0.16427231,-0.011825562,-1.2614565,-0.752964,,,10000,1,528,0,0,0,0,0,0,0,6,5,4,6,652,657,74,75,6,4,4,6,0,2048,0,0,0,0,0,0,0,0,0655m562,SER,L3,0666m561
NGC1581,66.1869794415478,-54.94200127471729,1600.0,10995179152480921,801828,66.18703050976974,-54.94202021280294,56577.3267889526,58454.31322462074,264.0871298308396,-42.73217160251351,34.01734171089437,-73.75172743681843,2.9155407,59962,6809,4096,5.792402E13,2.7870434E14,1464.4421,2596.0674,0.0,0.0,0.0,0.0,0.0,0.0074022287,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,5945.2676,11165.844,14804.881,17597.365,8597.474,5270.7446,14397.454,11429.159,3.4108877,1.7066555,0.496166,0.3966697,0.046467837,0.02614658,0.0010011899,6.0414573E-6,50.153164,94.19297,124.8912,148.44807,50.1556,94.19731,124.89645,148.45357,0.9783262,0.98534805,0.9892049,0.9917778,0.99874634,0.9992299,0.9998357,0.99993795,89.89306,114.41901,91.89185,65.02789,977.8674,153.39453,43.623856,1.5215482,0.021756463,0.013437889,0.0068187686,0.008424943,0.2314989,0.2283183,0.5703466,2.1141934,0.0030535862,0.0020801048,0.0035835295,0.0030033232,0.7760982,0.71144253,0.99924415,0.81582767,1.3261672,1.0974758,1.0422618,1.1089488,5188.751,3502.5388,654.33636,328.08704,3006.1658,1778.6594,312.66568,163.177,3170.17,1134.4204,19035.125,606.05133,0.0,0.0,0.0,0.0,17.359755,3.3233979,0.0067071635,7.81195E-5,140.4553,247.8151,1.4263136,5.3225432E7,18.267195,1594648.2,-0.40776518,1.659447E9,0.12798065,1.0770088E9,2186092,715506,139085566,13.064571,12.380271,12.073988,11.886381,12.664073,13.19532,12.104286,12.354964,6076.979,11331.878,14966.445,17743.254,8608.266,5274.8066,14399.819,11429.868,13.040781,12.364245,12.062203,11.877417,12.662711,13.194484,12.104108,12.354897,10980.07,14586.949,10428.418,11083.123,1853.3058,852.27435,455.5583,28.09216,0.6843004,0.306283,0.4938898,0.18760681,-0.77769184,-0.53124714,1.0910339,-0.25067806,10000,1,528,0,0,0,0,0,0,0,9,7,4,7,629,630,75,75,9,7,4,7,0,0,0,0,0,0,0,0,0,0,0661m550,SER,L3,0663m546
PGC075152,66.33260401330435,-56.82243486451326,1169.0,10995173209148891,0,66.33242856533793,-56.82210884282492,56611.1608476926,58163.12203657074,266.5280053726166,-42.18549321410325,30.01794180098275,-75.30292282616213,81.504669,54294,3547,0,2.6653978E11,1.5836442E11,2481.8442,808.2387,34442.53,279779.94,86358.47,288175.34,288218.5,0.012664763,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,41.21887,54.240818,57.976856,61.1663,30.051361,21.521294,-105.59787,6085.981,93.215935,50.166805,6.669052,4.330166,2.7104914,0.6647983,0.0030455966,1.3319644E-5,1.0125465,1.3324324,1.4242086,1.5025578,1.0711274,1.3753791,1.4302543,1.5092449,0.9632038,0.9750622,0.9816012,0.98597336,0.997856,0.99868274,0.9997189,0.99989384,1.1486992,1.1726424,1.103645,1.0478401,2.487063,1.2260772,0.6323825,0.050841734,0.08418298,0.08889923,0.08683119,0.06442581,0.2968728,0.5045081,0.7695772,0.9924972,0.0066625825,0.028679516,0.006261858,0.033085164,0.90054685,0.8527473,0.7999936,0.81162864,1.323925,1.1723536,1.0817462,1.1289928,6191.8647,4380.9717,572.5806,318.08118,3618.6104,2326.4167,284.56262,159.9778,220.1257,207.2185,221.7132,220.4472,225.17555,237.39693,221.7458,198.19464,18.343836,3.5111365,0.0069021476,8.031652E-5,237.79745,76.871704,0.93463224,54358.805,6.0198793,13023.349,0.14090519,536585.8,-0.14369163,519344.0,2185791,722123,138981207,18.46226,18.164185,18.091864,18.03372,18.80534,19.16783,,13.039173,42.793507,55.62806,59.063557,62.036465,30.115929,21.54968,-105.62756,6086.627,18.421555,18.136765,18.071701,18.018383,18.803009,19.166397,,13.039059,397.96158,384.17975,149.72238,127.28127,49.47527,17.547422,-5.8276215,22.211449,0.29807472,0.07232094,0.13046455,0.058143616,-0.7716198,-0.3624897,,,10000,1,0,0,0,0,0,0,0,0,10,9,4,8,655,656,78,78,10,9,4,7,0,0,0,16,0,0,0,0,0,0,0664m567,SER,,0664m576
