Name,ra_literature,dec_literature,radvel,ls_id,ref_id,ra,dec,mjd_min,mjd_max,glon,glat,elon,elat,random_id,brickid,objid,maskbits,ra_ivar,dec_ivar,bx,by,dchisq_1,dchisq_2,dchisq_3,dchisq_4,dchisq_5,ebv,pmra,pmdec,parallax,pmra_ivar,pmdec_ivar,parallax_ivar,ref_epoch,gaia_phot_g_mean_mag,gaia_phot_g_mean_flux_over_error,gaia_phot_g_n_obs,gaia_phot_bp_mean_mag,gaia_phot_bp_mean_flux_over_error,gaia_phot_rp_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_astrometric_excess_noise,gaia_astrometric_excess_noise_sig,gaia_astrometric_weight_al,gaia_a_g_val,gaia_e_bp_min_rp_val,gaia_phot_bp_rp_excess_factor,gaia_astrometric_sigma5d_max,flux_g,flux_r,flux_i,flux_z,flux_w1,flux_w2,flux_w3,flux_w4,flux_ivar_g,flux_ivar_r,flux_ivar_i,flux_ivar_z,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,fiberflux_g,fiberflux_r,fiberflux_i,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_i,fibertotflux_z,mw_transmission_g,mw_transmission_r,mw_transmission_i,mw_transmission_z,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,rchisq_g,rchisq_r,rchisq_i,rchisq_z,rchisq_w1,rchisq_w2,rchisq_w3,rchisq_w4,fracflux_g,fracflux_r,fracflux_i,fracflux_z,fracflux_w1,fracflux_w2,fracflux_w3,fracflux_w4,fracmasked_g,fracmasked_r,fracmasked_i,fracmasked_z,fracin_g,fracin_r,fracin_i,fracin_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,psfdepth_g,psfdepth_r,psfdepth_i,psfdepth_z,galdepth_g,galdepth_r,galdepth_i,galdepth_z,nea_g,nea_r,nea_i,nea_z,blob_nea_g,blob_nea_r,blob_nea_i,blob_nea_z,psfdepth_w1,psfdepth_w2,psfdepth_w3,psfdepth_w4,wise_x,wise_y,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,htm9,ring256,nest4096,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,dered_flux_g,dered_flux_r,dered_flux_i,dered_flux_z,dered_flux_w1,dered_flux_w2,dered_flux_w3,dered_flux_w4,dered_mag_g,dered_mag_r,dered_mag_i,dered_mag_z,dered_mag_w1,dered_mag_w2,dered_mag_w3,dered_mag_w4,snr_g,snr_r,snr_i,snr_z,snr_w1,snr_w2,snr_w3,snr_w4,g_r,r_i,r_z,i_z,z_w1,w1_w2,w2_w3,w3_w4,release,brick_primary,fitbits,gaia_phot_bp_n_obs,gaia_phot_rp_n_obs,gaia_phot_variable_flag,gaia_astrometric_n_obs_al,gaia_astrometric_n_good_obs_al,gaia_duplicated_source,gaia_astrometric_params_solved,nobs_g,nobs_r,nobs_i,nobs_z,nobs_w1,nobs_w2,nobs_w3,nobs_w4,ngood_g,ngood_r,ngood_i,ngood_z,anymask_g,anymask_r,anymask_i,anymask_z,allmask_g,allmask_r,allmask_i,allmask_z,wisemask_w1,wisemask_w2,brickname,type,ref_cat,wise_coadd_id
PGC3315626,66.35681279269512,-56.74038608907054,1499.0,10995173209149546,4775452541603726080,66.35681209524968,-56.74038986532975,56611.1608476926,58454.31739568074,266.4168270641174,-42.19390878550475,30.26072711605958,-75.24771102036483,11.725586,54294,4202,0,2.414615E12,2.4127915E12,2299.5837,1931.3055,2877144.0,3772980.5,3843446.5,3887143.0,3897726.8,0.014134757,0,0,0,0,0,0,2016,20.682241,57.693275,217,18.963976,31.610645,17.491207,58.182125,18.935799,39.487354,0,0,0,11.484747,5.8176947,30.725996,71.1031,100.4746,129.01271,101.92268,62.97899,30.42068,525.532,602.7526,271.66095,88.69131,63.682167,2.9101832,1.1450304,0.0060848007,1.8431872E-5,12.006042,27.783213,39.25999,50.41113,12.010183,27.788754,39.26937,50.421062,0.9590215,0.97220826,0.9794877,0.98435813,0.99760747,0.99853,0.9996863,0.99988157,1.9780546,2.851104,3.3783064,3.1410465,2.4662354,0.4145972,0.4577353,0.06552338,0.0014260293,8.6363294E-4,7.58615E-4,6.360176E-4,0.023210326,0.03818177,0.985032,1.1361783,0.0018364723,8.6515653E-4,7.2920235E-4,0.0013143695,0.89998287,0.7783249,0.99998206,0.8888655,1.3594539,1.144456,1.1420275,1.1425776,5125.3105,3439.189,651.73944,368.08884,3041.9607,1785.5144,334.64203,188.1494,11.054819,9.401089,9.503778,9.522987,11.055684,9.399275,9.503962,9.522964,18.748692,3.5471754,0.0066374345,7.8154786E-5,219.36139,98.79892,1.5211376,47980.02,0.9133799,1893798.1,-0.17489532,2044115.1,0.20465222,2209729.0,2185789,721404,138983961,18.781235,17.87028,17.49486,17.22342,17.479322,18.00201,18.792078,15.698503,32.038902,73.13567,102.57873,131.06277,102.16712,63.071705,30.430225,525.59424,18.735806,17.839676,17.472357,17.2063,17.476723,18.000414,18.791737,15.698374,754.35455,1171.9313,946.2302,1029.5358,173.87254,67.39136,2.3729692,2.2562327,0.9109554,0.37541962,0.6468601,0.2714405,-0.25590324,-0.5226879,-0.7900677,3.0935755,10000,1,128,0,0,0,0,0,0,3,9,7,5,8,665,669,72,72,9,7,5,8,0,0,0,0,0,0,0,0,0,0,0664m567,SER,GE,0666m561
PGC390135,66.80784960433147,-57.42834618215757,1215.0,10995170744996437,530640,66.80761112770409,-57.4284408613246,56611.15624385259,58455.24471468073,267.2241754609938,-41.7776263260881,29.26338122751414,-75.93463111169788,40.204983,51944,4693,4096,1.4132886E11,1.679869E12,2214.7952,2782.5845,0.0,0.0,0.0,0.0,0.0,0.014400618,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,215.00627,280.2711,327.3219,317.9458,64.02645,9.054409,-214.79471,10858.559,31.316578,16.488995,3.4636853,1.50828,0.8666393,0.2588373,0.0016961376,9.1770735E-6,1.3460509,1.7546425,2.0492048,1.9905057,1.3888357,1.8559054,2.2151737,2.2148085,0.9582671,0.971693,0.97910595,0.98406625,0.9975625,0.9985024,0.9996804,0.9998793,1.5987173,1.7389141,1.6096828,1.0227106,1.3567839,0.6797095,0.45763737,0.07451342,0.09928562,0.14561906,0.19016515,0.25575215,2.9965527,17.712759,1.9191394,0.9237355,0.0048154662,0.037009347,0.005044392,0.14075841,0.90143156,0.8737952,0.8565654,0.8890136,1.4170481,1.1289343,1.159144,1.15084,5660.8076,4182.242,744.99225,250.42563,3473.7312,2118.6116,385.23608,132.57973,612.74896,597.388,621.813,609.89484,626.0864,588.70795,621.8706,381.37115,18.345968,3.5561035,0.0071805767,8.447604E-5,212.40497,266.54218,0.5718734,717431.2,15.444678,24245.14,-0.5611889,1.8085108E7,-0.051499978,7120054.0,2185728,724258,138978914,16.668873,16.381054,16.212563,16.244118,17.984102,20.10785,,12.410569,224.36987,288.43585,334.30692,323.0939,64.18289,9.067989,-214.86337,10859.869,16.62259,16.349876,16.189636,16.226679,17.981451,20.106222,,12.410439,1203.2013,1138.0868,609.1781,390.47577,59.604443,4.6065264,-8.846147,32.894577,0.2878189,0.16849136,0.13693619,-0.031555176,-1.7399845,-2.1237469,,,10000,1,528,0,0,0,0,0,0,0,10,9,6,9,662,661,82,83,10,8,6,6,0,2048,0,16,0,0,0,0,0,0,0668m575,SER,L3,0664m576
ESO157-030,66.88614257477622,-54.19670996871445,1471.0,10995181782311460,530350,66.88609976970035,-54.19672123792854,56567.37824225259,58454.31322462074,262.9765406453809,-42.50459942006836,36.67764246895624,-73.36087722432815,43.293213,62470,8740,4096,9.2826E13,9.1954386E13,734.0709,2530.5754,0.0,0.0,0.0,0.0,0.0,0.009791955,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2602.5293,4684.399,5966.1006,6782.687,3379.9282,2022.4132,3553.3452,5004.981,6.431144,4.2729383,0.9439164,0.8753879,0.11137866,0.0599229,0.0013309313,7.672167E-6,37.025528,66.64376,84.87821,96.49558,37.02567,66.64402,84.87853,96.49593,0.9714299,0.98066384,0.9857448,0.98913777,0.9983419,0.9989814,0.9997827,0.9999179,60.294228,53.509724,49.982513,28.44488,423.91803,74.64241,28.909348,0.7553545,0.00810051,0.0067474726,0.0058900313,0.007239759,0.026380388,0.022843821,0.051564362,0.20898166,0.0031798154,0.0022759202,0.0025178746,0.0024548343,0.7869926,0.72787225,0.99436194,0.79082394,1.3342186,1.2745647,1.072024,1.2258183,5458.766,3539.673,642.53784,328.29965,3208.4631,1973.4952,309.94614,178.04517,670.2404,685.9901,722.2919,717.3505,757.7396,742.7775,730.9359,739.3091,17.086966,3.3008204,0.0068280115,8.025251E-5,71.81128,241.33392,1.7173762,2.676472E7,12.788722,1075620.9,-9.224932E-4,2.3560723E8,0.23197682,4.3910112E8,2185390,711691,139089797,13.961511,13.323365,13.060774,12.921495,13.677732,14.235325,13.623406,13.251493,2679.0706,4776.763,6052.3784,6857.1714,3385.5417,2024.4753,3554.1177,5005.3916,13.930039,13.302166,13.045185,12.909637,13.67593,14.234219,13.623171,13.251405,6599.9365,9683.162,5796.386,6346.029,1127.9984,495.06964,129.6329,13.863135,0.63814545,0.26259136,0.40186977,0.13927841,-0.7562361,-0.55759335,0.61191845,0.37191296,10000,1,528,0,0,0,0,0,0,0,9,9,4,8,603,605,80,81,9,9,4,8,0,0,0,0,0,0,0,0,0,0,0667m542,SER,L3,0663m546
NGC1596,66.90883204168479,-55.027699640366166,1510.0,10995179154575046,89718,66.90884600857271,-55.02770050978952,56578.3328089326,58454.31322462074,264.0706265733578,-42.30940648244355,35.06735136244114,-74.0585713726176,81.740364,59964,3782,53528,1.8385983E15,5.7687135E14,2612.2957,1418.2825,0.0,0.0,0.0,0.0,0.0,0.009760304,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,21817.996,44994.953,63481.21,79451.94,34975.13,23988.246,11767.023,8564.188,1.2052399,0.6097959,0.1792916,0.12832083,0.01365657,0.007769923,8.5915026E-4,5.219938E-6,276.95267,571.1557,805.81604,1008.5448,276.95282,571.15625,805.817,1008.5461,0.9715209,0.98072577,0.98579055,0.9891727,0.9983473,0.9989847,0.9997834,0.9999182,470.74023,639.63806,459.50555,428.6895,27180.549,2781.282,15.015241,0.1476825,0.008675753,0.0037053663,0.0015349094,0.0020675191,0.007205546,0.010358387,0.047409702,0.28303716,0.0037059868,0.030030794,0.05613196,0.058322955,0.33388475,0.35334778,0.48424062,0.3757354,1.265735,1.1715952,1.0395775,1.1879939,5065.019,1135.3539,0.0,0.0,2910.662,625.36145,0.0,0.0,31.112291,259.66736,0.0,122.5233,0.0,0.0,0.0,0.0,17.600058,3.376748,0.006717986,7.8210265E-5,251.50963,137.37292,2.1869977,9.689524E7,22.336048,7.309223E7,0.37400037,1.0283534E10,0.28899097,9.410471E9,2186100,714752,139087907,11.652963,10.86709,10.493387,10.249739,11.140602,11.550004,12.323334,12.668284,22457.568,45879.242,64396.246,80321.6,35033.027,24012.627,11769.573,8564.889,11.621593,10.84596,10.477849,10.237919,11.138805,11.548901,12.323098,12.668196,23952.541,35136.305,26879.748,28461.191,4087.24,2114.4958,344.90634,19.56676,0.78587246,0.373703,0.61735153,0.24364853,-0.8908634,-0.4094019,-0.77332973,-0.34495068,10000,1,528,0,0,0,0,0,0,0,10,9,5,6,632,632,79,79,8,3,0,0,0,66,2,66,0,0,2,0,1,0,0670m550,SER,L3,0663m546
PGC401051,66.97315472794546,-56.32757661833149,1469.0,10995174881630568,1419204,66.97327962745224,-56.32750467600219,56611.1608476926,58163.12203657074,265.7630728237291,-41.96895371133503,32.30372475737769,-75.13217474868193,20.790922,55889,6504,4096,9.369069E11,1.1723428E12,1548.2388,734.48944,0.0,0.0,0.0,0.0,0.0,0.015322874,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,115.31379,138.49283,159.75002,149.63579,62.66147,39.86317,52.751926,-696.79254,61.38231,43.62035,5.0595264,4.485678,2.1783264,0.65360755,0.0033707942,1.4081547E-5,2.6882944,3.2286642,3.72423,3.4884384,2.6895835,3.2314978,3.7276902,3.4921336,0.9556545,0.96990764,0.9777828,0.9830545,0.9974066,0.9984065,0.99965996,0.99987155,1.7229279,1.6383213,1.5082127,1.1567382,4.7435727,1.133152,0.41557202,0.07911994,0.021769322,0.022810057,0.025819525,0.02271777,0.729281,0.56746507,1.2343282,1.2699844,0.004718751,0.0048242747,0.0047488166,0.0047586975,0.80282944,0.79509944,0.6051976,0.87796867,1.2901496,1.2294159,1.1163045,1.0957311,4815.899,3284.752,385.26413,337.88303,2765.9902,1797.7161,196.91196,167.81604,190.96832,191.62424,192.63702,194.86227,194.73526,195.57114,195.87914,196.27837,18.785719,3.5476792,0.006897054,8.0257254E-5,149.32968,70.34852,0.7295766,386611.12,5.017874,138746.66,-0.05338827,2479383.0,0.08304408,3968171.5,2185745,719955,138984750,17.345297,17.146431,16.991398,17.062412,18.007498,18.49857,18.194405,,120.66473,142.7897,163.37987,152.21515,62.824398,39.926792,52.76987,-696.8821,17.29605,17.113258,16.967003,17.043856,18.004679,18.49684,18.194035,,903.4474,914.6856,359.33197,316.91992,92.48303,32.22778,3.0626998,-2.614741,0.19886589,0.15503311,0.08401871,-0.071014404,-0.9450855,-0.4910717,0.3041649,,10000,1,528,0,0,0,0,0,0,0,7,7,3,7,676,677,78,78,7,7,3,7,0,0,0,0,0,0,0,0,0,0,0669m562,SER,L3,0666m561
NGC1602,66.97570031930385,-55.05717341543291,1740.0,10995179154577463,1322769,66.97750162543974,-55.05677330918896,56617.33317490259,58454.31322462074,264.096940382356,-42.2645317478188,35.12518563474107,-74.10484323977214,95.524391,59964,6199,4096,2.289706E12,7.228266E12,2071.3833,1019.3413,0.0,0.0,0.0,0.0,0.0,0.009679774,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,4725.7817,6933.623,8351.636,8705.838,3223.8909,1893.8448,3921.7004,6907.8833,3.27787,1.6197171,0.22644898,0.09539109,0.07308252,0.029622613,3.2411746E-4,2.6294224E-6,4.785198,7.020798,8.456639,8.815295,4.8125696,7.0519423,8.490701,8.839078,0.9717525,0.98088324,0.98590696,0.9892615,0.99836093,0.99899304,0.9997852,0.9999189,8.154263,8.074254,6.371489,2.308109,45.20255,5.9859395,2.171208,0.10671954,0.219614,0.20750721,0.27432826,0.19764939,0.39216027,0.47425884,1.7080456,3.4925501,0.006143264,0.0036666717,0.0021157493,0.0022641218,0.3077734,0.31948742,0.3841463,0.23244314,1.2731138,1.1583565,1.0131187,1.0707965,4856.3594,3883.747,669.79767,172.1974,2768.5244,2039.8425,309.65277,83.02089,3144.381,3684.3484,4010.8477,4031.5166,2927.7073,4618.3555,5678.6436,4289.9814,17.600058,3.376748,0.006717986,7.8210265E-5,200.31339,98.89933,0.8280689,3.5438544E7,33.816742,1701353.2,-0.31235576,5.0736266E8,0.05139588,2.4502094E8,2186056,714752,139087881,13.313816,12.897599,12.695571,12.650474,13.729049,14.306639,13.516314,12.901637,4863.1533,7068.755,8471.019,8800.34,3229.1838,1895.7538,3922.543,6908.444,13.282705,12.876642,12.680161,12.638751,13.727268,14.305545,13.516081,12.901549,8555.976,8824.291,3974.2642,2688.837,871.53955,325.95383,70.6034,11.201474,0.41621685,0.20202827,0.24712563,0.04509735,-1.0785751,-0.57759,0.79032516,0.6146765,10000,1,528,0,0,0,0,0,0,0,8,8,4,3,629,630,75,76,8,8,4,3,0,0,0,0,0,0,0,0,0,0,0670m550,SER,L3,0663m546
IC2085,67.85183090991215,-54.41706383223896,982.0,10995180903602783,1072632,67.8515910401809,-54.41695916184568,56567.37824225259,59144.37519774074,263.10969708224,-41.90786876907423,37.93146219010218,-73.85140660231897,7.0729518,61632,6751,4096,1.08241E14,3.9396178E14,2414.9841,2940.1836,0.0,0.0,0.0,0.0,0.0,0.011464166,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2847.0845,6063.6895,8651.38,10911.943,5577.368,3459.111,10563.188,10942.986,46.262653,12.036793,0.5642799,0.5231147,0.06190289,0.03179645,9.0139534E-4,5.547211E-6,17.221197,36.677517,52.329712,66.00321,17.237162,36.7262,52.415997,66.13631,0.96663314,0.97739935,0.9833307,0.9872946,0.99805903,0.99880755,0.99974555,0.9999039,109.17318,116.37598,45.224884,32.284187,976.923,180.81561,64.32699,0.6753488,0.011936459,0.017524809,0.01882691,0.022811798,0.41943228,0.39248815,0.26232374,0.36593425,0.0033988238,0.0034190083,7.978031E-4,8.4298325E-4,0.73980474,0.69592243,0.76618,0.7200573,1.3004729,1.2045531,1.1933717,1.2061434,54368.75,15955.98,506.6239,353.75412,31851.945,8642.628,272.22308,190.0853,-21.38604,162.49214,691.6029,370.61026,0.0,0.0,0.0,0.0,16.527328,3.2192206,0.008107183,9.3975475E-5,234.31477,282.01715,1.3663623,1.03500176E8,25.284441,1445568.0,-0.39422178,2.9212503E9,-0.40412405,3.0647255E9,2185355,712464,139045405,13.863999,13.043158,12.657287,12.405245,13.133926,13.652589,12.440513,12.402161,2945.362,6203.902,8798.037,11052.368,5588.215,3463.2407,10565.876,10944.038,13.827153,13.018337,12.639035,12.391361,13.131817,13.651294,12.440236,12.402056,19364.916,21037.414,6498.7925,7892.245,1387.6655,616.8135,317.14117,25.773489,0.8208418,0.38587093,0.63791275,0.25204182,-0.72868156,-0.51866245,1.2120762,0.038352013,10000,1,528,0,0,0,0,0,0,0,25,18,4,9,578,579,87,86,25,18,4,9,0,0,0,0,0,0,0,0,0,0,0679m545,SER,L3,0689m546
NGC1617,67.91422089251404,-54.60224087401231,1063.0,10995180903605042,86554,67.91406205819595,-54.6021493268077,56616.31530621259,59144.37519774074,263.3433946475701,-41.8348806465476,37.67932255333039,-74.02674896156802,22.708944,61632,9010,53660,7.9474424E14,1.7475619E15,1914.9827,395.90805,0.0,0.0,0.0,0.0,0.0,0.0073478087,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,69493.836,145699.0,204724.62,255485.2,19681.541,30853.652,57317.574,46708.574,1.7173164,0.39250627,0.011800282,0.015448669,0.006873212,0.002654105,1.4407576E-4,1.0957722E-6,416.0645,872.3102,1225.7008,1529.608,416.0645,872.3102,1225.7008,1529.608,0.97848386,0.985455,0.98928386,0.991838,0.9987555,0.9992356,0.9998369,0.9999384,212.95773,259.45206,211.4689,193.7916,34065.504,4423.973,26.62928,0.5120865,0.09399553,0.092794575,0.0821424,0.06102836,0.20324484,0.05621927,0.04192908,0.17746685,0.028181562,0.05148859,0.022884982,0.02357561,0.26810408,0.24225664,0.19924863,0.1972592,1.3099219,1.204692,1.2645538,1.2488718,887.773,506.49,0.0,0.0,524.76575,261.4341,0.0,0.0,7206.79,7183.007,7284.149,8392.935,193.80771,402.3208,0.0,0.0,16.527328,3.2192206,0.008107183,9.3975475E-5,183.20334,40.310863,3.260094,3.5249674E8,81.14082,7.0199096E9,-0.26644006,3.956131E10,-0.1704369,3.619094E10,2185357,713995,139001329,10.395134,9.591358,9.2220745,8.9815855,11.764853,11.276733,10.60428,10.826509,71021.95,147849.47,206942.25,257587.64,19706.064,30877.256,57326.92,46711.45,10.371518,9.575451,9.210377,8.972688,11.7635,11.275904,10.604103,10.826442,91069.18,91280.89,22239.053,31754.94,1631.695,1589.5187,687.9918,48.89413,0.8037758,0.36928368,0.6097727,0.240489,-2.783267,0.48811913,0.6724529,-0.22222805,10000,1,528,0,0,0,0,0,0,0,21,13,2,5,597,598,91,92,2,1,0,0,2,2,2,2,0,0,2,2,1,0,0679m545,SER,L3,0689m546
ESO157-044,69.32491465809213,-55.92323024381734,1611.0,10995175730977297,311072,69.32531223849625,-55.92316377158966,56611.18769461258,58454.31880019073,264.8496402592507,-40.78061596007066,37.44441518858983,-75.57197575647933,22.326847,56699,6673,4096,3.2870344E12,1.1529363E13,1467.418,2855.162,0.0,0.0,0.0,0.0,0.0,0.016329875,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1412.9421,2114.6765,2568.4539,2719.4458,1313.651,793.62225,1363.3785,1689.3467,7.8971577,5.3016176,1.0505036,0.73579276,0.22422741,0.09907723,0.0013309041,8.283552E-6,6.137523,9.18571,11.156823,11.8127,6.1409435,9.190548,11.162491,11.818393,0.95281,0.967962,0.9763401,0.981951,0.9972364,0.99830186,0.9996376,0.99986315,6.2750783,6.5240126,3.390854,2.174918,26.497427,4.2836285,1.4902148,0.06656881,0.056567043,0.0666823,0.16062944,0.080570646,0.14961433,0.16430393,0.34238157,1.4199648,0.0022411484,0.0038155757,0.0035925477,0.0024019617,0.69634545,0.6042054,0.588735,0.6113479,1.3126007,1.2261646,1.1722684,1.1873685,5142.5776,3263.3694,521.3724,340.2929,3013.1323,1787.3303,277.4197,179.0829,1061.8094,1010.9474,1153.3312,1005.9284,1257.229,1151.766,1192.4124,1299.9324,17.919289,3.5233452,0.00873652,1.0145842E-4,140.745,272.16608,0.813585,1.067562E7,17.550106,612856.2,-0.31918567,1.32340416E8,0.24537419,1.17059424E8,2193912,718493,138991946,14.624689,14.186891,13.975821,13.913799,14.7038,15.250965,14.663459,14.430703,1482.9213,2184.669,2630.6958,2769.4312,1317.2915,794.9722,1363.8728,1689.5779,14.572205,14.151536,13.949823,13.894024,14.700795,15.24912,14.663065,14.430554,3970.6333,4869.0938,2632.5132,2332.696,622.04865,249.8048,49.738174,4.862136,0.4377985,0.21107006,0.27309132,0.062021255,-0.7900009,-0.5471649,0.5875063,0.23275566,10000,1,528,0,0,0,0,0,0,0,8,7,4,8,629,632,97,97,8,7,4,8,0,0,0,0,0,0,0,0,0,0,0692m560,SER,L3,0693m561
PGC128826,64.07071014944057,-54.89420529567743,1234.0,10995179147240371,1029530,64.07072878404091,-54.89421546558445,56577.3267889526,58800.20546103073,264.4457370645378,-43.92112225098997,30.66493994229614,-73.00168070722843,36.748825,59957,9139,4096,1.0381675E13,9.779968E12,1050.193,3252.5225,0.0,0.0,0.0,0.0,0.0,0.011131644,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,647.9602,1136.5521,1435.898,1615.5508,758.56287,429.01483,403.32492,523.2066,17.308935,9.40217,2.2618456,2.373345,0.37538147,0.16282943,0.0013246328,7.3425167E-6,6.0277743,10.572995,13.357718,15.028973,6.0277977,10.573045,13.357785,15.029055,0.9675851,0.9780476,0.9838103,0.9876608,0.9981153,0.9988421,0.99975294,0.9999067,2.93926,4.3638363,3.093884,2.7622414,10.033148,1.5288821,0.830653,0.09464395,0.013064747,0.016430227,0.023213895,0.0282058,0.0894499,0.09363467,0.5480111,2.022656,0.012471486,0.0091949515,0.009305362,0.002811766,0.99993783,0.9999266,0.9999521,0.902264,1.3298333,1.1377215,1.1719279,1.1455255,5537.0815,3876.864,605.7844,588.6763,3209.0183,2013.335,321.72012,297.51898,652.4969,647.2134,648.33136,637.54,652.5467,647.26953,648.3456,651.3795,17.783928,3.348132,0.0059874603,6.974682E-5,101.71138,310.29642,0.99199015,4978667.5,14.016388,177803.95,0.012879038,4.4796476E7,0.45957044,1.0711188E8,2186196,714746,139082862,15.471129,14.861027,14.607191,14.479198,15.300021,15.918819,15.985863,15.703317,669.6674,1162.0621,1459.5272,1635.7344,759.99524,429.51215,403.4246,523.25543,15.435352,14.836926,14.58947,14.465718,15.297973,15.917562,15.985594,15.703216,2695.7742,3485.0051,2159.5093,2488.8633,464.7592,173.11662,14.679214,1.417737,0.61010265,0.25383568,0.3818283,0.12799263,-0.8208227,-0.61879826,-0.067043304,0.28254604,10000,1,528,0,0,0,0,0,0,0,8,7,5,10,642,645,68,68,8,7,5,10,0,0,0,0,0,0,0,0,0,0,0639m550,SER,L3,0638m546
PGC075137,65.11130260164096,-54.740619781459934,1336.0,10995180020704656,1391734,65.11122763067107,-54.74064070181056,56577.3267889526,58507.12813738074,264.0256941262586,-43.38201796288268,32.64593171558504,-73.2297296729322,1.9259281,60790,9616,4096,2.221955E12,2.9248143E12,631.9081,1926.8763,0.0,0.0,0.0,0.0,0.0,0.007863776,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,363.5465,618.4751,765.18915,835.5275,376.4137,202.09682,124.33118,-692.75604,17.797432,8.990077,1.7464755,1.4395015,0.6439158,0.23265263,0.0014644953,8.323321E-6,3.469257,5.9019933,7.3020587,7.9732847,3.4693496,5.9022775,7.3024426,7.973749,0.97699046,0.98444164,0.9885357,0.9912673,0.9986682,0.9991819,0.9998255,0.9999341,1.6299701,1.7731574,1.3877456,1.1923157,2.7424865,0.5947468,0.55605805,0.07981467,0.0051127877,0.0070092585,0.0072108777,0.007920043,0.12831576,0.15305836,2.1126986,3.1788187,0.009228854,0.018226791,0.009272245,0.0069818636,0.8649385,0.7997347,0.9988585,0.8764398,1.3119341,1.089887,1.0091735,1.1523525,3602.1262,3140.768,553.6438,288.68427,2053.909,1589.3755,255.33414,148.00093,526.5882,554.98883,603.06854,523.21173,520.78015,636.13214,603.0944,576.41974,17.586584,3.2921855,0.006077662,7.182637E-5,64.194084,188.93484,0.946677,1345694.2,13.1276,349416.4,-0.08079894,1.0922767E7,0.43104878,2.749275E7,2186230,713989,139092372,16.0986,15.521694,15.290578,15.195098,16.060837,16.736101,17.26355,,372.10855,628.24963,774.06323,842.8882,376.91568,202.26228,124.35288,-692.8017,16.073326,15.504669,15.278059,15.185575,16.05939,16.735212,17.263361,,1533.6937,1854.4021,1011.2302,1002.4595,302.05078,97.47954,4.7579956,-1.9986126,0.5769062,0.2311163,0.32659626,0.095479965,-0.86573887,-0.67526436,-0.52744865,,10000,1,528,0,0,0,0,0,0,0,6,6,3,6,623,629,68,72,6,6,3,6,0,0,0,0,0,0,0,0,0,0,0649m547,SER,L3,0663m546
