ra,dec,name,color,radius
71.4476,-59.2477,Field1,blue,3960.0000000000005
66.7167,-55.0722,Field2,blue,3960.0000000000005
63.6977,-55.6902,Field3,blue,3960.0000000000005
65.9529,-57.0202,Field4,blue,3960.0000000000005
62.6324,-57.7644,Field5,blue,3960.0000000000005
